gene,drug_id,rho,pvalue,n_lines,fdr,name
SPDEF,BRD-K00003102-001-01-9,0.17200038854137667,2.93531272681395e-07,878,4.493916484416064e-07,INCB-057643
GRHL2,BRD-K00090624-001-01-9,0.17200677580444465,4.002488003136367e-07,858,5.924016820296572e-07,Ubrogepant
NKX2-1,BRD-K00003305-001-01-9,0.17201433615475778,2.928740745706681e-07,878,4.485323943952332e-07,BMS-779788
ELOVL1,BRD-K00003302-001-01-9,0.17201643535441485,3.1645282692646763e-07,873,4.80268537073078e-07,adomeglivant
JUNB,BRD-K33445938-001-01-8,0.17201747552434243,3.16400222396499e-07,873,4.802198842685223e-07,N-methylformamide
CDH2,BRD-K71500795-003-02-9,0.1720208983143972,3.1622718107160204e-07,873,4.800195931678563e-07,TAK-659
NAV2,BRD-K00003154-001-01-9,0.17202347213926042,2.9244436487409014e-07,878,4.4790364979274145e-07,imisopasem-manganese
SURF4,BRD-K00004617-001-01-9,0.17203134924776975,3.156993917446914e-07,873,4.792495572783144e-07,imidazoacridinone
WWTR1,BRD-K47983010-001-15-3,0.17203430957530458,2.91935415731587e-07,878,4.4724138283158435e-07,BX-795
GRHL2,BRD-K00005331-001-01-9,0.1720378433788669,2.917696454495143e-07,878,4.470167258896131e-07,BAY-8002
TNS3,BRD-K00003357-001-01-9,0.17203784616386356,3.153717148566578e-07,873,4.7887654103624e-07,BAY1125976
GPC1,BRD-K00003310-001-01-9,0.1720454176860746,2.914146412771602e-07,878,4.4658808581054205e-07,derazantinib
TFAP2A,BRD-K00003402-001-01-9,0.17205133862433986,3.1469225932912276e-07,873,4.779862337794848e-07,T-807
EGFR,BRD-K03128577-005-08-9,0.17205140801194826,3.003361826253924e-07,876,4.585482924170807e-07,MG-624
FERMT2,BRD-K00003362-066-01-9,0.17205337513281363,2.910421280713215e-07,878,4.460483027726509e-07,mitoquinone
FADD,BRD-K00090647-001-01-9,0.17205770990081307,3.970573802875848e-07,858,5.881623204513519e-07,Senaparib
BATF3,BRD-K00003463-001-01-9,0.17205901334444038,2.9077846348238097e-07,878,4.4570266582569566e-07,pyrotinib
ELOVL1,BRD-K00003146-318-01-9,0.17206893834972614,2.903148911675985e-07,878,4.4502129181931604e-07,MIW-815
SMIM19,BRD-K00003404-001-01-9,0.17206920463516875,3.1379473056591114e-07,873,4.768537349015914e-07,CYC065
RBM47,BRD-K00003531-001-01-9,0.17206952287341265,2.902876117465765e-07,878,4.4502129181931604e-07,acelarin
RBFOX2,BRD-K00003388-001-01-9,0.17207487335692195,3.135104688718989e-07,873,4.765147088817078e-07,CXD101
NARF,BRD-K00091078-001-01-9,0.17208605826120754,3.9529176596092906e-07,858,5.858811055893737e-07,AZD-0364
FOXA2,BRD-K00003174-001-01-9,0.1720947510444716,2.891125779405747e-07,878,4.434982391459118e-07,soblidotin
FOSL1,BRD-K19811997-003-02-9,0.17210039121749604,2.8885050762613653e-07,878,4.431543957094698e-07,Calhex-231
GPC1,BRD-K41415459-300-02-9,0.17210098013726768,2.979573709189232e-07,876,4.550947374929469e-07,RN-1
FADD,BRD-K00003357-001-01-9,0.17210408875819064,3.120493751411569e-07,873,4.746025896921402e-07,BAY1125976
ITGAV,BRD-K52644305-300-02-9,0.17210570120208948,2.886039888019161e-07,878,4.428343242042006e-07,ML786
SOX10,BRD-K84068331-001-02-9,0.1721085085638252,2.8847373753319156e-07,878,4.4269259314679927e-07,CW-008
NAV2,BRD-K26726854-001-02-9,0.1721106844966036,2.974938195249637e-07,876,4.544758186768711e-07,MI-14
PXN,BRD-K00003240-300-01-9,0.1721181692750729,2.880259489349575e-07,878,4.420634671990955e-07,eravacycline
HDLBP,BRD-K00076620-001-02-9,0.17212587447562008,3.928246675934947e-07,858,5.826679019480331e-07,CE-245677
GRHL2,BRD-K03871161-001-02-9,0.17212696607685915,2.876187867885976e-07,878,4.415255359489723e-07,5-hydroxyectoine
TFAP2A,BRD-K00091290-001-01-9,0.1721298957388445,3.9257632771976154e-07,858,5.823734643901153e-07,TAS4464
S1PR3,BRD-K69555850-001-02-9,0.17214097558432506,3.102139975840629e-07,873,4.721183532939193e-07,AZD0156
GRHL2,BRD-K00091124-001-01-9 - QC Failure,0.17214366086153002,3.917273837719557e-07,858,5.812985659376602e-07,AR-13324 M1 metabolite - QC Failure
IRS1,BRD-K01826330-001-01-9,0.17215016925690618,2.8654748212911334e-07,878,4.4002547649945055e-07,etifoxine
ARHGEF12,BRD-K00108790-001-01-9,0.1721511257101545,3.9126773990610125e-07,858,5.806902220653669e-07,AMG-397
CDKN2B,BRD-K30233223-001-04-9,0.1721625964496924,2.8597529416595964e-07,878,4.392045324777769e-07,A-485
SNAI2,BRD-K39576764-071-01-6,0.17216346280857775,2.9498488658222546e-07,876,4.513510159868919e-07,mivobulin
CDH11,BRD-K00003362-066-01-9,0.17218171219670142,2.8509729336394545e-07,878,4.3799999608901153e-07,mitoquinone
RAB11FIP3,BRD-K00091121-003-01-9,0.17219379592275577,3.8865030148622434e-07,858,5.771354499228691e-07,SEL120-34A (monohydrochloride)
RAC1,BRD-K00003285-001-01-9,0.17219614898864302,2.844359235678963e-07,878,4.370413783202204e-07,nemiralisib
JUNB,BRD-K97152684-001-03-9,0.17220266730112735,2.9313443064870114e-07,876,4.489017109894799e-07,PD-161570
BCL6,BRD-K00004701-001-01-9,0.17220789814103954,2.8389877026566567e-07,878,4.363307725816491e-07,KPT-9274
MITF,BRD-K88554883-001-03-2,0.17222161788110743,2.9224397811060864e-07,876,4.476554106961034e-07,ON123300
CCND1,BRD-K40407248-001-04-9,0.17223893526810144,2.914325468416219e-07,876,4.4658808581054205e-07,micafungin
TIPARP,BRD-K00003240-300-01-9,0.17223949617884188,2.824590035177584e-07,878,4.343464589918448e-07,eravacycline
CDH11,BRD-K00003331-001-01-9,0.17224427279148663,3.051294373441651e-07,873,4.651676478773614e-07,NIM811
TOX3,BRD-K43812936-001-01-9,0.17225122050139594,2.819265765846672e-07,878,4.336133158684418e-07,Mps1-IN-5
IGF1R,BRD-K00003447-001-01-9,0.1722564540119526,3.0453516748818097e-07,873,4.6432226071718736e-07,repotrectinib
PDGFRB,BRD-K00068629-001-02-9,0.17225734404263898,3.847834302450448e-07,858,5.718655940281818e-07,CBP/p300-IN-4
ERBB2,BRD-K33445938-001-01-8,0.17225814170712006,3.044529200730066e-07,873,4.642864111996931e-07,N-methylformamide
DOK4,BRD-K94883909-001-17-7,0.17226293300317908,2.9031168756298377e-07,876,4.4502129181931604e-07,SU9516
NKX2-1,BRD-K73610817-001-10-9,0.17226307566779783,2.813891916259881e-07,878,4.3295774764204035e-07,UC-112
PRDM16,BRD-K38627885-001-01-9,0.17226490177640977,2.9021991699168307e-07,876,4.4496325767053377e-07,APY0201
CDH11,BRD-K64857848-001-06-4,0.17226656592451983,2.901423677438519e-07,876,4.448735431942076e-07,ERK5-IN-1
LIF,BRD-K00002423-001-02-9,0.1722669024593106,2.812159372411122e-07,878,4.327196579892866e-07,PF-05175157
IGF1R,BRD-K00089573-003-01-9 - QC Failure,0.17227572199406596,3.836720677504162e-07,858,5.704315246477561e-07,{3-[(aminocarbonyl)amino]-2-methoxypropyl}(chloro) - QC Failure
ARHGEF12,BRD-K27677357-003-04-9,0.1722777420959018,3.0349928999765404e-07,873,4.6304493803937397e-07,ruboxistaurin
MAFK,BRD-K71500795-003-02-9,0.1722878890462524,3.030067357691263e-07,873,4.623538178753033e-07,TAK-659
EGFR,BRD-K00003105-003-01-9,0.17228803280348426,2.802611309764111e-07,878,4.314208755305724e-07,IACS-10759
CD44,BRD-K00003185-001-01-9,0.1723012888480807,2.796637329477378e-07,878,4.3055798474767985e-07,EMD534085
EPC2,BRD-K00076465-001-02-9,0.17230548084644315,3.818790271603978e-07,858,5.679824756772825e-07,ZD-4190
CIRBP,BRD-K00091289-300-01-9,0.1723089394003954,3.816711655338262e-07,858,5.677455754109334e-07,Tebanicline (dihydrochloride)
ITGB5,BRD-K00003201-001-01-9,0.17232438865873054,2.7862564738441917e-07,878,4.2918533027050706e-07,tenapanor
MAFK,BRD-K00003240-300-01-9,0.1723397086816631,2.779392287479168e-07,878,4.2829799263508356e-07,eravacycline
ELOVL1,BRD-K17295893-238-03-9,0.172341034137301,2.778799179645452e-07,878,4.2823483071787875e-07,nastorazepide
CD47,BRD-K00003162-001-01-9,0.1723417602859895,2.7784742982347744e-07,878,4.282129989999548e-07,crolibulin
FADD,BRD-K00091265-001-01-9,0.1723470006327313,3.793908454614697e-07,858,5.646050837392849e-07,GSK2983559 (free acid)
ITGAV,BRD-K00091276-003-01-9 - QC Failure,0.17236384563076373,3.7838582486454417e-07,858,5.633246384313731e-07,Foliglurax (monohydrochloride) - QC Failure
DKK1,BRD-K70642949-001-03-7,0.17237697314958922,2.7627638121724297e-07,878,4.2596026003096533e-07,
BMPR1B,BRD-K00068629-001-02-9,0.1723777199067271,3.775599726744361e-07,858,5.622025790868323e-07,CBP/p300-IN-4
NAV2,BRD-K00079205-001-02-9,0.17238120234864618,3.7735295663626786e-07,858,5.619659298141233e-07,Islatravir
FAM83H,BRD-K58726989-001-02-7,0.1723865067295208,2.7585250879167957e-07,878,4.253347958489995e-07,HTH-01-015
SOX6,BRD-K22379844-001-04-9,0.1723870321850497,2.758291647576155e-07,878,4.253268614313511e-07,BAY-2402234
BCL2L1,BRD-K00003202-001-01-9,0.17239392401145726,2.979054585464522e-07,873,4.55070724870264e-07,citarinostat
MAFK,BRD-K50387473-001-11-0,0.1723994172731385,2.840155345453614e-07,876,4.364815277087182e-07,XMD8-92
IRS2,BRD-K71500795-003-02-9,0.17240390558949725,2.974295371033418e-07,873,4.5440731737346743e-07,TAK-659
JUNB,BRD-K20239555-001-02-9,0.17240413598722695,2.7507034561712525e-07,878,4.243607050953753e-07,A-887826
TOX3,BRD-K22379844-001-04-9,0.17241723493483468,2.744905653029039e-07,878,4.235701500237337e-07,BAY-2402234
SOX10,BRD-K00091092-001-01-9,0.17243060569868326,3.7442789526859593e-07,858,5.580721107211036e-07,Olutasidenib
BCAR3,BRD-K00005331-001-01-9,0.1724413694774109,2.734254157698338e-07,878,4.220937131685968e-07,BAY-8002
CLTB,BRD-K00003447-001-01-9,0.1724447320738391,2.954905493975824e-07,873,4.5197252629903624e-07,repotrectinib
PIK3AP1,BRD-K38018935-001-01-1,0.17245070314166294,2.816838640677999e-07,876,4.333255624954005e-07,OTS514
AFF1,BRD-K00003116-001-01-9,0.17245360643216875,2.7288687586234434e-07,878,4.212901818253987e-07,CC-90003
SLC17A4,BRD-K00091124-001-01-9 - QC Failure,0.1724587729584537,3.727699652806515e-07,858,5.559555630489047e-07,AR-13324 M1 metabolite - QC Failure
DOCK10,BRD-K00003295-300-01-9,0.1724633125813628,2.724604423956844e-07,878,4.2071521271616913e-07,elacestrant
ELOVL1,BRD-K00003240-300-01-9,0.17246879345477442,2.722199276333289e-07,878,4.2039937548871174e-07,eravacycline
CD63,BRD-K00003181-001-01-9,0.17247094515088643,2.9425203128870826e-07,873,4.5034761805249746e-07,cenicriviroc
GATA2,BRD-K49461364-001-01-0,0.17247475666382706,2.7195847926969105e-07,878,4.200788829218967e-07,TCS-21311
ZNFX1,BRD-K00003240-300-01-9,0.17247482843771134,2.71955333921507e-07,878,4.200788829218967e-07,eravacycline
LPAR1,BRD-A88644406-001-02-9,0.17247523631625206,2.9404975910884213e-07,873,4.5006751603744976e-07,avadomide
FOXA1,BRD-K39359968-001-03-9,0.17247989798092864,2.717332599474547e-07,878,4.1984198793494495e-07,L-755507
PAX8,BRD-K00003237-001-01-9,0.172480396021053,2.717114524756982e-07,878,4.1983604834470577e-07,mavatrep
CCND1,BRD-K97152684-001-03-9,0.1724860595828111,2.800871705301361e-07,876,4.311814879219036e-07,PD-161570
LIF,BRD-K00003419-001-01-9,0.17248763619642635,2.7139462049117686e-07,878,4.194574176775417e-07,avapritinib
GRHL2,BRD-K39359968-001-03-9,0.17249363070932033,2.711325686048799e-07,878,4.1908011331481076e-07,L-755507
WWTR1,BRD-K13223831-003-02-9,0.172496681320125,2.796092007487164e-07,876,4.3050238734512514e-07,A-438079
SPINT2,BRD-K00091075-001-01-9,0.17250555948291788,3.7003172059980767e-07,858,5.524357313228173e-07,E-7386
CD81,BRD-K08333979-003-02-9,0.17251239545355065,2.7890351915635444e-07,876,4.2952906231696867e-07,SB-612111
SMIM19,BRD-K00003313-001-01-9,0.17251812295196214,2.700644155156149e-07,878,4.1759480776916647e-07,trabectedin
HNF1B,BRD-K46531780-003-19-7,0.1725281047638794,2.6963025454022124e-07,878,4.169510592241664e-07,methylbenzethonium-chloride
CD63,BRD-K00005349-304-01-9,0.17253677261081887,2.7781220004307153e-07,876,4.282129989999548e-07,betamethasone-phosphate
EZR,BRD-K00003406-001-01-9,0.1725373634910953,2.6922814594684125e-07,878,4.164670214487771e-07,milademetan
PITX2,BRD-K00003419-001-01-9,0.17254025306518936,2.6910276952625213e-07,878,4.163281875532908e-07,avapritinib
CD44,BRD-K00090647-001-01-9,0.17255910797854693,3.669215027459889e-07,858,5.484679663196635e-07,Senaparib
MITF,BRD-K00003311-001-01-9,0.17256429111501154,2.680619566682068e-07,878,4.1488272639224747e-07,PF-06459988
TBX2,BRD-K69555850-001-02-9,0.1725698764210261,2.89622644117149e-07,873,4.441640707549873e-07,AZD0156
MECOM,BRD-K43900408-001-02-9,0.17257074107727588,2.89582494599259e-07,873,4.4413164011902884e-07,AMG-176
LPAR1,BRD-K87595680-001-05-9,0.17257787851585435,2.892512790849936e-07,873,4.436527690493812e-07,sobuzoxane
MEF2C,BRD-K00003420-001-01-9,0.17258811392358422,2.8877693845101305e-07,873,4.4307061021972543e-07,GDC-0077
ISL1,BRD-K00003412-300-01-9,0.1725896567382003,2.6696787100191553e-07,878,4.1335363239859356e-07,trilaciclib
TNFRSF12A,BRD-K50199947-001-07-9,0.17258981988099908,2.754515833730286e-07,876,4.248287189253283e-07,WH-4-023
PXN,BRD-K00003137-001-01-9,0.17259266187737576,2.885664128305329e-07,873,4.428057383412261e-07,lotamilast
SNAI2,BRD-K00003100-001-01-9,0.17260009670394894,2.6651881982256586e-07,878,4.1268569344726444e-07,AZD7594
TFAP2C,BRD-K00005345-001-01-9,0.17260070672059746,2.664926038885967e-07,878,4.126724400771405e-07,20-HETE
JUN,BRD-K92723993-001-17-4,0.17260233991244442,2.502502357124002e-07,882,3.907046432244634e-07,Imatinib
DOK4,BRD-K94083718-001-03-9,0.17260658836842027,2.7470941277908025e-07,876,4.2387987030254594e-07,OICR-9429
FERMT2,BRD-K36338614-001-02-1,0.1726143892236567,2.743648055996722e-07,876,4.234040433460244e-07,VBY-825
BMI1,BRD-K00091285-001-01-9,0.17261695345456302,3.635900082834314e-07,858,5.440697659005287e-07,Theliatinib
TNS3,BRD-K00003414-001-01-9,0.1726197224647753,2.873168291504305e-07,873,4.410956319278798e-07,emodepside
CLTB,BRD-M01344114-348-01-0,0.17262184509115888,2.7403582801887506e-07,876,4.2292428502754547e-07,threo-2-methylisocitrate-(DL)
CCNE2,BRD-K00003501-001-01-9,0.1726328186000654,2.6511607618315413e-07,878,4.10785795051225e-07,lazertinib
SPDEF,BRD-K00029607-334-02-9,0.17264814514030333,3.618056994110972e-07,858,5.41850750136881e-07,Netarsudil mesylate
BAMBI,BRD-K00090624-001-01-9,0.1726485650027342,3.617817389772673e-07,858,5.41849586887324e-07,Ubrogepant
BCAR3,BRD-K00003166-001-01-9,0.1726623509560816,2.638561776978368e-07,878,4.0903793825015975e-07,GSK189254
YAP1,BRD-K00003419-001-01-9,0.17266455159616337,2.637625262824253e-07,878,4.0893252167647385e-07,avapritinib
EGFR,BRD-A84465106-001-09-5,0.17266604611914396,2.7209332880390393e-07,876,4.2025900399063993e-07,nisoldipine
ZNFX1,BRD-K20480395-001-02-9,0.1726673806432187,2.636421791866795e-07,878,4.08773053731662e-07,UF-010
FADD,BRD-K97152684-001-03-9,0.17267026048314693,2.7190881526227713e-07,876,4.20057692531558e-07,PD-161570
JUN,BRD-K00005264-001-02-9,0.17267366465704628,2.633750478883924e-07,878,4.0838596293024e-07,AZD5991
TOX3,BRD-K06408664-001-04-9,0.17267432278191425,2.6334708632589604e-07,878,4.0838596293024e-07,fludrocortisone-acetate
ITGB5,BRD-K00003496-001-01-9,0.1726834617493472,2.8439410375272417e-07,873,4.3700651396100766e-07,baloxavir
NAV2,BRD-K46531780-003-19-7,0.17269249051602376,2.625763281976341e-07,878,4.0739072906499633e-07,methylbenzethonium-chloride
MAFF,BRD-K12106308-003-01-9,0.17270094458169763,2.7056903424468734e-07,876,4.182644003152876e-07,K145
RAC1,BRD-K00004610-001-01-9,0.17271144277586287,2.8312012360479887e-07,873,4.352485383734368e-07,entasobulin
MAFF,BRD-K61845293-300-03-9,0.17271347669446863,2.6168870622495445e-07,878,4.06067483859357e-07,DDR1-IN-1
WWTR1,BRD-K00010387-001-01-9,0.17271407977695022,2.616632413348107e-07,878,4.06054928389695e-07,bafilomycin-a1
DCUN1D4,BRD-K00091077-001-01-9,0.17271827532137501,3.578246836863131e-07,858,5.365074741542539e-07,AZD8329
DUSP4,BRD-K00003125-001-01-9,0.17272640474201686,2.6114334823827036e-07,878,4.054365839660459e-07,sulfatinib
DOK4,BRD-K26726854-001-02-9,0.17272859307434413,2.6936725237202944e-07,876,4.1665462756049453e-07,MI-14
TIPARP,BRD-K00003419-001-01-9,0.17273354948297118,2.608424241614636e-07,878,4.049962889458399e-07,avapritinib
CIRBP,BRD-K00003518-004-01-9,0.1727432025321361,2.816807637125702e-07,873,4.333255624954005e-07,methylbenactyzium-bromide
EGFR,BRD-K00003353-003-01-9,0.17274395923575972,2.816465559122751e-07,873,4.333252126115262e-07,chlortetracycline
CCNE2,BRD-K00003116-001-01-9,0.17274596148401372,2.603204470566309e-07,878,4.042664112031613e-07,CC-90003
PIM2,BRD-K00003518-004-01-9,0.17275493810773546,2.8115069167343245e-07,873,4.3264774596994095e-07,methylbenactyzium-bromide
SPDEF,BRD-K00003114-001-01-9,0.17275500579142583,2.5994073021510347e-07,878,4.0378404536670205e-07,C188-9
CCND1,BRD-K00091270-459-01-9,0.1727621772198632,3.5535406065198013e-07,858,5.332136046198049e-07,Polymyxin B nonapeptide (TFA)
ERBB2,BRD-K00003274-001-01-9,0.1727645741196131,2.807161717580978e-07,873,4.320359782912065e-07,selonsertib
PXN,BRD-K54233340-001-02-2,0.17277798028079072,2.6723336148447903e-07,876,4.137098843886364e-07,
SOX10,BRD-K00004968-001-01-9,0.17278397227682096,2.587281902948045e-07,878,4.020898675366718e-07,acetylspiramycin
MLKL,BRD-K00003432-001-01-9,0.1727942338369714,2.793827756982407e-07,873,4.3021045154956396e-07,EDO-S101
MITF,BRD-K00003334-001-01-9,0.17279989546842348,2.580639689596306e-07,878,4.0121539829205656e-07,sincalide
ITGAV,BRD-K33445938-001-01-8,0.1728094146254264,2.787026656935076e-07,873,4.2924801993994465e-07,N-methylformamide
NUMB,BRD-K00003454-001-01-9,0.1728207595503533,2.571961313427036e-07,878,4.00025818975289e-07,seclidemstat
PITX2,BRD-K30233223-001-04-9,0.17283202146893856,2.567288641198536e-07,878,3.993787947423601e-07,A-485
IRS1,BRD-K00003186-003-01-9,0.17284550944804777,2.561703128853702e-07,878,3.985364143484572e-07,SSR240612
SLC17A8,BRD-K30421675-001-04-9,0.172848954252504,2.769387469784744e-07,873,4.26897005301471e-07,JNJ-64619178
MAFK,BRD-K58726989-001-02-7,0.17286108241395223,2.555268776791833e-07,878,3.977207102502579e-07,HTH-01-015
PAX8,BRD-A00047421-001-01-7,0.17286386321353975,2.5541214624630954e-07,878,3.975950900538662e-07,ARV-825
FOXA2,BRD-K00003159-300-01-9,0.17287272920293223,2.550466809935819e-07,878,3.9707907195456947e-07,banoxantrone
CITED2,BRD-K00091122-001-01-9,0.17287298240921511,3.491912619652992e-07,858,5.251124806751366e-07,Belvarafenib
SBF1,BRD-K00091285-001-01-9,0.17287598277588292,3.4902582707391384e-07,858,5.249312503456572e-07,Theliatinib
ITGAV,BRD-K00090638-001-01-9 - QC Failure,0.1728779649515487,3.489165748560929e-07,858,5.248007070941891e-07,TAK-981 - QC Failure
CDH2,BRD-K43900408-001-02-9,0.17288819186415919,2.751989444181806e-07,873,4.244950982670088e-07,AMG-176
IRS2,BRD-K69555850-001-02-9,0.17289057398139687,2.750936609147711e-07,873,4.243607050953753e-07,AZD0156
SLC17A8,BRD-K77286328-001-03-7,0.17289368108777614,2.541850254500454e-07,878,3.960480395115941e-07,reversine
WWTR1,BRD-K17511755-001-02-9,0.17291105469125795,2.615643827122987e-07,876,4.0598238496160475e-07,APY-29
JUN,BRD-K00003238-001-01-9,0.17291113458674492,2.5346938641812024e-07,878,3.9503900193282907e-07,sitravatinib
SNAI2,BRD-K00003105-003-01-9,0.17291208812675954,2.5343034481351023e-07,878,3.950099379113945e-07,IACS-10759
DKK1,BRD-K00071599-001-02-9,0.1729182567735389,3.4670292678493773e-07,858,5.216726198942615e-07,Remdesivir
TIPARP,BRD-K00003305-001-01-9,0.17292497501671733,2.529032742936845e-07,878,3.9428808417712497e-07,BMS-779788
PRDM16,BRD-K66908976-001-01-8,0.17294489314047373,2.601414600376863e-07,876,4.0404214540143566e-07,URMC-099
RBFOX2,BRD-K00003100-001-01-9,0.17295458541258713,2.516962184071499e-07,878,3.926212385111064e-07,AZD7594
ERBB2,BRD-K00087010-001-02-9,0.17296119424173179,3.443588219050305e-07,858,5.183791308491804e-07,CC-92480
JUN,BRD-K48449073-034-03-9,0.1729648123531074,2.593073410023668e-07,876,4.028804875295697e-07,Y-29794
BCL2,BRD-K00003223-003-01-9,0.17297054097936548,2.7158177066813796e-07,873,4.1969119023234706e-07,amiselimod
SOX9,BRD-K00003499-001-01-9,0.17297353751103545,2.509265616526102e-07,878,3.915774586996598e-07,adavivint
JUNB,BRD-K00003173-001-01-9,0.17297524183152024,2.508574594503664e-07,878,3.9149576270525934e-07,SJG-136
CNIH3,BRD-K00005242-001-01-9,0.1729872751604365,2.5037008633394685e-07,878,3.908656507779712e-07,TEN-010
NFIX,BRD-K22379844-001-04-9,0.17300108929248426,2.498117130441797e-07,878,3.9012423875909184e-07,BAY-2402234
SOX9,BRD-K00076155-001-02-9,0.17300366376789275,3.4205529049917313e-07,858,5.153098007958409e-07,Lonapalene
CYB561A3,BRD-K53281329-300-01-5,0.17300390571536053,2.576777937352289e-07,876,4.00694969739173e-07,BAY-61-3606
ARF4,BRD-K00003162-001-01-9,0.17301170416001577,2.49383471545026e-07,878,3.895075178395047e-07,crolibulin
FOXA2,BRD-K75016267-001-02-9,0.17301901721959514,2.694739388977038e-07,873,4.167920653773499e-07,SNG-1153
ARF4,BRD-K00076418-001-02-9,0.173030029408299,3.406327058477286e-07,858,5.133652051246526e-07,AZD5423
CD44,BRD-K00003162-001-01-9,0.17303057728000673,2.486238105309767e-07,878,3.8842484623863553e-07,crolibulin
CCND1,BRD-K94882685-003-10-0,0.17303069491302753,2.486190826953095e-07,878,3.8842484623863553e-07,tolonium
MAFF,BRD-K00003137-001-01-9,0.1730414236196949,2.68505008066598e-07,873,4.1548590098864725e-07,lotamilast
DUSP4,BRD-K00003334-001-01-9,0.17306156555784322,2.4738134063897685e-07,878,3.868198764577619e-07,sincalide
PTPRS,BRD-K00003099-001-01-9,0.17307549967822478,2.4682460799700666e-07,878,3.8607848601967873e-07,PLX51107
HDLBP,BRD-K96155658-001-02-9,0.17307979490264214,2.5454261355341496e-07,876,3.964791712076251e-07,exo-IWR-1
TNFRSF12A,BRD-A25043798-001-02-9,0.17308131045999767,2.544803781190142e-07,876,3.964086508529459e-07,casin
SMAD7,BRD-K00003456-001-01-9,0.173089124497351,2.664534310443721e-07,873,4.126391194254615e-07,asciminib
ETS1,BRD-K00003501-001-01-9,0.17309072163766248,2.4621780121620056e-07,878,3.851551067549053e-07,lazertinib
S1PR3,BRD-K00003408-001-01-9,0.17309131161154268,2.663597282996211e-07,873,4.125213418473755e-07,iberdomide
ALDH3A1,BRD-K00003310-001-01-9,0.1730930872297863,2.4612362872797285e-07,878,3.8505933801661303e-07,derazantinib
NAV2,BRD-K70642949-001-03-7,0.17310211567540681,2.457645320967592e-07,878,3.845232724705754e-07,
ALDH3A1,BRD-A73891132-001-02-9,0.17310847736001442,2.4551180649373743e-07,878,3.8415357443741253e-07,OXF-BD-02
MAFF,BRD-K00003356-001-01-9,0.1731217918700481,2.650571618577127e-07,873,4.107332518410068e-07,mivebresib
DOCK5,BRD-A25988899-001-01-6,0.17312677455414308,2.526202304468899e-07,876,3.939311466509682e-07,tenofovir-alafenamide
PXN,BRD-K06408664-001-04-9,0.17313088252294986,2.4462372853425137e-07,878,3.828921633607369e-07,fludrocortisone-acetate
GSTT2B,BRD-K00003465-001-01-9,0.1731323638391579,2.4456512261781293e-07,878,3.828260696419211e-07,fantofarone
DOK4,BRD-K00004610-001-01-9,0.1731338203093023,2.645448214139057e-07,873,4.0998220052289663e-07,entasobulin
TRIO,BRD-K00003237-001-01-9,0.17313463727620998,2.444752040388736e-07,878,3.8272162040836944e-07,mavatrep
CDH2,BRD-K00005264-001-02-9,0.17314488933700556,2.440701122672571e-07,878,3.8215359174049253e-07,AZD5991
ZBTB7B,BRD-K00003447-001-01-9,0.17314622765211712,2.6401734244700623e-07,873,4.092461419068464e-07,repotrectinib
LUC7L,BRD-K00003116-001-01-9,0.17314905842245193,2.4390556355831125e-07,878,3.819215350050148e-07,CC-90003
RAC1,BRD-K00091108-001-01-9,0.17316256397297725,3.335675970978906e-07,858,5.035942044681803e-07,PRI-724
GSTT2B,BRD-K41141507-001-18-9,0.17316945811129714,2.630324610711064e-07,873,4.080442506407738e-07,cyproterone-acetate
DOK4,BRD-K32143970-001-02-9,0.17317498266777934,2.506621367413972e-07,876,3.912431855162238e-07,AP-18
DKK1,BRD-K00003276-001-01-9,0.17318415039889634,2.4252475994668074e-07,878,3.800904371671576e-07,CCT245737
GPC1,BRD-K00078128-001-02-9 - QC Failure,0.17318676995784807,3.3229257521341836e-07,858,5.017989318270992e-07,Namitecan - QC Failure
VCL,BRD-K00004624-001-01-9,0.17320364742376043,2.615894076681105e-07,873,4.0599426495909944e-07,CJ-13610
CD44,BRD-K00003236-001-01-9,0.17320714690788272,2.416239826174248e-07,878,3.788565491570142e-07,firsocostat
MITF,BRD-K35498911-001-02-9,0.17320772017555305,2.6141801575153524e-07,873,4.057821520983517e-07,DSM265
TFAP2C,BRD-K00003225-003-01-9,0.17321824107841333,2.411905766180391e-07,878,3.783038827405416e-07,eleclazine
DOCK5,BRD-K03128577-005-08-9,0.1732236805125518,2.486990151621602e-07,876,3.885163680482593e-07,MG-624
RRAS2,BRD-K00074079-001-02-9,0.1732290421471145,3.3007719134718057e-07,858,4.98840227362839e-07,GSK2245035
FAM83H,BRD-K00091104-001-01-9,0.17322920582021054,3.300686413588638e-07,858,4.98840227362839e-07,9-ING-41
