gene,rho_immune_hot,rho_immune_cold,delta_rho,z_fisher,pvalue,hdi_low_a,hdi_high_a,hdi_low_b,hdi_high_b,prob_neg_a,prob_neg_b,ess_a,ess_b,rhat_a,rhat_b,fdr
LYRM4,-0.12201986041358456,-0.18808672098600732,0.06606686057242275,1.119290368439031,0.26301628344666805,-0.20658244907445278,-0.033536119648258256,-0.26585626438890936,-0.1091012908159319,0.9965,1.0,2225.0,2298.0,1.0,1.0,0.5156363530078868
XRCC5,-0.1064500615040597,-0.17281605987554238,0.06636599837148269,1.1191415135042122,0.2630797719427994,-0.18621779958667434,-0.01873044645419547,-0.2509271166018641,-0.09581352570128554,0.9925,1.0,2393.0,2444.0,1.0,1.0,0.5156363530078868
YPEL5,-0.21769329564309456,-0.1528707131328193,-0.06482258251027526,-1.1099152997442898,0.2670355269240535,-0.2966784303197272,-0.13639603636887904,-0.23266207235361053,-0.07274793449143502,1.0,1.0,2541.0,2510.0,1.0,1.0,0.521073749440299
MAPKAPK5,-0.11497308979093818,-0.1803874448844348,0.06541435509349663,1.105693262245293,0.2688593073152252,-0.19321842906595488,-0.029779357571598164,-0.2558712275225897,-0.10004615836808778,0.995,1.0,2198.0,2321.0,1.0,1.0,0.5223213855771557
SOX9,-0.28266549025909077,-0.3422354525822281,0.05956996232313733,1.0915836163330626,0.27501616065170065,-0.35679440257003914,-0.19877400379523064,-0.4159797840465563,-0.2723163516781302,1.0,1.0,2062.0,2291.0,1.0,1.0,0.5319391528394736
RAC2,-0.18461667689107683,-0.1205620919039864,-0.06405458498709043,-1.08432844441203,0.27821919780816995,-0.26824773730361967,-0.10178731301531313,-0.19900596716545205,-0.03586724347327325,1.0,0.995,2382.0,2469.0,1.0,1.0,0.5357845687048164
NTMT1,-0.16789613909327916,-0.10428081725061125,-0.06361532184266791,-1.071651074902559,0.28387678351219303,-0.24415762583464606,-0.07780138838740158,-0.1867420051763693,-0.03200385213038737,1.0,0.998,2226.0,2397.0,1.0,1.0,0.5443028762125093
H2BC14,-0.2749505128863148,-0.33351840044437786,0.05856788755806308,1.0672010922027246,0.2858810394735608,-0.3584927888124325,-0.2029031697298293,-0.404277614396199,-0.2614115604911503,1.0,1.0,2444.0,2335.0,1.0,1.0,0.5448797561450909
LAMA3,-0.2153448810186549,-0.15308875708318576,-0.06225612393546914,-1.0655021335739563,0.28664876060240607,-0.2939257906891526,-0.12943617183911682,-0.2286484865860125,-0.07262158866382334,1.0,1.0,2344.0,2665.0,1.0,1.0,0.5448797561450909
DMRTA1,-0.16795986991036949,-0.10507537374566425,-0.06288449616470523,-1.0594572789796821,0.2893915754516634,-0.24422430981336168,-0.07786273955740697,-0.1871485452641155,-0.02735338431375256,1.0,0.9925,2226.0,2525.0,1.0,1.0,0.5474912815269258
EZH2,-0.22117903458891114,-0.15956944811346457,-0.061609586475446565,-1.0569563486837705,0.29053150975167485,-0.3001447510144289,-0.13854597498850074,-0.24038439571666265,-0.0768177098067786,1.0,1.0,1827.0,2407.0,1.0,1.0,0.5474912815269258
INSR,-0.2161522529511679,-0.15468994713466594,-0.06146230581650197,-1.0523916695030684,0.29261988912491765,-0.2919478941978493,-0.12641692586747816,-0.22657823353814366,-0.06701334404265552,1.0,1.0,2258.0,2420.0,1.0,1.0,0.5474912815269258
SGK1,-0.25746281804638005,-0.19714793223314808,-0.060314885813231967,-1.0515881832680405,0.2929885316107812,-0.3396437526360454,-0.17719783099892927,-0.2763636486221461,-0.12075148429732335,1.0,1.0,1879.0,2401.0,1.0,1.0,0.5474912815269258
PSD3,-0.13937854707449626,-0.20076846300879664,0.061389915934300376,1.045235287010411,0.2959142382671095,-0.22413433305384162,-0.058898869926241826,-0.2730921039356955,-0.11487350751326053,0.9995,1.0,2242.0,2407.0,1.0,1.0,0.5506252281679126
EP300,-0.2772081969097274,-0.21808765715220468,-0.05912053975752274,-1.0413766359257837,0.29770078168246783,-0.3591497396791934,-0.19479096909244126,-0.2903647784854168,-0.14006576697100387,1.0,1.0,2275.0,2327.0,1.0,1.0,0.5516220366469257
JUNB,-0.2604353428991464,-0.20131051636536065,-0.05912482653378573,-1.0326066504489653,0.3017880146505617,-0.3437376737210415,-0.18560724079911411,-0.2843602245521754,-0.12729930909031406,1.0,1.0,2136.0,2352.0,1.0,1.0,0.5567239789380084
RHD,-0.09895394645390465,-0.16021021102302854,0.06125626456912389,1.0300659749810146,0.30297903615673927,-0.17897790576359673,-0.0034587402008798285,-0.2407847455410841,-0.0746638400986237,0.987,1.0,2596.0,2175.0,1.0,1.0,0.5567239789380084
WDR83OS,-0.11557032675775589,-0.17543578423117215,0.05986545747341626,1.0111744916231575,0.3119329222731825,-0.20089556671131836,-0.03066326084144677,-0.2502885148082974,-0.09704115433774912,0.9955,1.0,2501.0,2363.0,1.0,1.0,0.5707984179355746
H2BC9,-0.17870017922072545,-0.1192562086059896,-0.05944397061473586,-1.0051030448709728,0.3148472340820663,-0.26464470573633125,-0.09352363114887985,-0.20007569029718342,-0.0397843842868435,1.0,0.9955,2263.0,2611.0,1.0,1.0,0.5737505381412861
MTAP,-0.4364394658651568,-0.38635028184242004,-0.050089184022736766,-0.9969707813243067,0.31877869269836867,-0.5042673355691656,-0.36508805517045223,-0.4545966242012062,-0.31402578274541465,1.0,1.0,1900.0,2025.0,1.0,1.0,0.5785242941562988
PBX2,-0.22989232891523673,-0.17257866620435636,-0.05731366271088037,-0.9875717620026753,0.32336242146799865,-0.30759452578781726,-0.1440865572752527,-0.2464787698076325,-0.09466993126921763,1.0,1.0,2063.0,2300.0,1.0,1.0,0.5844378191286369
IMPG1,-0.07016192723857206,-0.1290864926558406,0.05892456541726854,0.983949643820197,0.32514027283536606,-0.1527100973875219,0.021610515911800743,-0.21052114331185168,-0.05009257593308197,0.944,0.9995,2440.0,2142.0,1.0,1.0,0.5852524911036588
PREX1,-0.2282106936854207,-0.28357096311688146,0.055360269431460746,0.9794318255519583,0.3273666584290036,-0.3125780694676261,-0.15097309974593753,-0.35392847223515794,-0.2084553168580215,1.0,1.0,2402.0,1943.0,1.0,1.0,0.5868646193788235
SDC2,-0.16613338912627376,-0.22291008174123375,0.05677669261495999,0.9756074937083002,0.3292590095747373,-0.24476433198049102,-0.0781092159690644,-0.29527241869578935,-0.14644541883107237,1.0,1.0,2382.0,2196.0,1.0,1.0,0.5878673004957861
ZNF671,-0.1958369253080454,-0.251623120342378,0.0557861950343326,0.9709223281407204,0.3315869584310338,-0.2813122204805926,-0.11142237713567965,-0.32863875493884676,-0.1819895867186347,1.0,1.0,2153.0,2222.0,1.0,1.0,0.5886158409145403
PHIP,-0.15638580467064592,-0.21293256342221353,0.056546758751567616,0.9678864740887952,0.33310107018143886,-0.2344531317766188,-0.06934541754865758,-0.29596434527814036,-0.14385253084119065,1.0,1.0,2554.0,2519.0,1.0,1.0,0.5886158409145403
RAB1B,-0.12644481009136954,-0.1835135710730596,0.05706876098169006,0.9667231531526919,0.3336824494980387,-0.20844067573079172,-0.045134611884964926,-0.26196006192583243,-0.10579104083130209,0.9965,1.0,2563.0,2510.0,1.0,1.0,0.5886158409145403
ZNFX1,-0.22483728416359128,-0.168858907244977,-0.055978376918614264,-0.9627935392528177,0.33565114363097615,-0.30707147512206984,-0.14656099730418237,-0.24646594829796292,-0.08377556707848877,1.0,1.0,2440.0,2505.0,1.0,1.0,0.5897296985707589
ATP5F1A,-0.15968797384831515,-0.10292441036949307,-0.05676356347882208,-0.9549097362504669,0.33962334566305896,-0.24375104301983241,-0.07758742479137032,-0.1780748091834808,-0.01723010344227177,1.0,0.994,2156.0,2486.0,1.0,1.0,0.5943408549103533
CDK6,-0.41385658106107504,-0.46036891339880737,0.04651233233773233,0.9507290470548402,0.34174193888949067,-0.48445279386682394,-0.3362753512708116,-0.5231057928629455,-0.39756062938627906,1.0,1.0,1773.0,1748.0,1.0,1.0,0.5944662230207687
KBTBD2,-0.13631762682167148,-0.19197525138290802,0.055657624561236546,0.9456434353630041,0.3443304821769527,-0.22395786657085082,-0.04949063610649418,-0.2743970596226059,-0.11681302789452896,0.9985,1.0,1858.0,2134.0,1.0,1.0,0.5944662230207687
YBX1,-0.226116996648206,-0.17130534175803602,-0.05481165489016998,-0.9434386658320922,0.34545657358931037,-0.3099043915817386,-0.14987849307198853,-0.2528537994498849,-0.09204198267127017,1.0,1.0,1811.0,2304.0,1.0,1.0,0.5944662230207687
SLPI,-0.13373570642536492,-0.18922984922618438,0.05549414280081946,0.9420233282676831,0.3461806964787054,-0.21239001525842266,-0.04111385863834066,-0.262249449929177,-0.1056208961341285,0.998,1.0,2027.0,2411.0,1.0,1.0,0.5944662230207687
TMEM115,-0.18242232291513974,-0.12690577342565196,-0.05551654948948778,-0.9403197076722876,0.34705359363829236,-0.2624168984323912,-0.0965069133042129,-0.20280055293538557,-0.044857977021262485,1.0,0.9995,2563.0,2619.0,1.0,1.0,0.5944662230207687
TNS3,-0.31110417940009005,-0.2589288117582125,-0.05217536764187758,-0.9388983033499412,0.3477829604067082,-0.3927560509719296,-0.2351155011816235,-0.3358469840640297,-0.18685040087453414,1.0,1.0,2172.0,2412.0,1.0,1.0,0.5944662230207687
HMBS,-0.0933237571091301,-0.14891298095345581,0.055589223844325714,0.9326991585069938,0.3509753194960785,-0.1730394271109254,-0.005959949130029452,-0.22700722986978294,-0.06706935635436917,0.981,0.9995,2189.0,2123.0,1.0,1.0,0.5956175569919712
RNF139,-0.2778696438795788,-0.32906832560582333,0.05119868172624453,0.9323459977389394,0.3511577433512755,-0.3538486611748286,-0.19396230619273092,-0.4005512105432014,-0.2552384623805706,1.0,1.0,2078.0,2351.0,1.0,1.0,0.5956175569919712
SKA2,-0.20621967010530254,-0.2583228828876116,0.05210321278230909,0.9105221450575548,0.36254720839043697,-0.2845298760050141,-0.1214703247047959,-0.3270937450134337,-0.1739097306599593,1.0,1.0,2009.0,2379.0,1.0,1.0,0.6125797659010832
SRC,-0.294607895903809,-0.2440914624201914,-0.05051643348361759,-0.9005029741153667,0.3678526432928315,-0.36958383823542773,-0.21410608847653995,-0.31782705539159495,-0.16216625014445074,1.0,1.0,1893.0,2302.0,1.0,1.0,0.6158656037203013
FADD,-0.2187815601664895,-0.2698701829540032,0.05108862278751372,0.8982434514622898,0.36905577281151836,-0.29595258757632403,-0.13332711359168442,-0.3426262902729902,-0.19587833471801203,1.0,1.0,2254.0,2112.0,1.0,1.0,0.6158656037203013
ZNF596,-0.191932935059798,-0.24362446450241776,0.05169152944261976,0.8971306264732016,0.36964921792107863,-0.28110763095244057,-0.1085682077641612,-0.31766453730813393,-0.168607202650094,1.0,1.0,2262.0,2239.0,1.0,1.0,0.6158656037203013
DIPK1A,-0.18185939183906763,-0.12909411012490565,-0.05276528171416198,-0.8939258500909151,0.3713615658151874,-0.2680752953159502,-0.10182072448712254,-0.21052787896434294,-0.05010053819488963,1.0,0.9995,1906.0,2142.0,1.0,1.0,0.6158656037203013
SNAI1,-0.2326718632730076,-0.28313419766898684,0.05046233439597925,0.8937148253365382,0.3714744911328801,-0.31259092632401625,-0.14797479310571665,-0.35045324295454744,-0.2049458358244245,1.0,1.0,2197.0,1812.0,1.0,1.0,0.6158656037203013
SQLE,-0.16535238065440572,-0.21681053710181378,0.05145815644740806,0.8829479008058603,0.3772644212097739,-0.25023644141949175,-0.08352859428867104,-0.2959263664275901,-0.14058926170934777,1.0,1.0,2584.0,2167.0,1.0,1.0,0.6231221339082782
SMARCA4,-0.21711551253801245,-0.26684453533645747,0.049729022798445016,0.8732648026336042,0.38251876056843037,-0.2941378156104262,-0.1305193534182134,-0.33881956185855217,-0.18277907279550293,1.0,1.0,2354.0,2629.0,1.0,1.0,0.6294431843682007
PPP1CA,-0.19998628945456162,-0.2497100527146222,0.04972376326006059,0.8658085011790158,0.3865951864519054,-0.28737725211395965,-0.11760393854045098,-0.323747183948468,-0.17134858872347025,1.0,1.0,1807.0,2316.0,1.0,1.0,0.6337861606888114
FOXR2,-0.22884110346994574,-0.27766801908833605,0.04882691561839031,0.8625364598141948,0.3883923786500699,-0.3023598750255085,-0.1422283475495405,-0.35049845788378975,-0.20425895077573974,1.0,1.0,2433.0,2490.0,1.0,1.0,0.6343742184617809
ITGB5,-0.41378361152750376,-0.3709716420744771,-0.04281196945302668,-0.8366089129309282,0.4028124339825543,-0.4875497489512559,-0.3390857509159679,-0.4354363235268086,-0.29825669975201485,1.0,1.0,1909.0,2181.0,1.0,1.0,0.6490959749497058
SMG8,-0.11986766225075737,-0.16903399832611676,0.04916633607535939,0.8301092508027451,0.4064770172585417,-0.2072724911099662,-0.03415968642457129,-0.24877087706810563,-0.09382223514314841,0.9935,1.0,2538.0,2323.0,1.0,1.0,0.6490959749497058
REPIN1,-0.16439479278982483,-0.21282193666536858,0.048427143875543754,0.8301051271983988,0.40647934849150635,-0.25281939465414016,-0.08452734478731139,-0.2861309145137878,-0.13088562199760356,1.0,1.0,2722.0,2086.0,1.0,1.0,0.6490959749497058
PARD6B,-0.4682126307474923,-0.4281028905129285,-0.04010974023456382,-0.8298082393590864,0.4066472116341371,-0.5353088648427788,-0.4035572309045943,-0.49336613836480797,-0.35897935957981325,1.0,1.0,1844.0,1875.0,1.0,1.0,0.6490959749497058
ACTB,-0.2177377416633569,-0.1695340065184372,-0.04820373514491971,-0.8279253358629952,0.4077127855302324,-0.3004161843846127,-0.1361795755124111,-0.24130672567389544,-0.08406001483254522,1.0,1.0,2396.0,2339.0,1.0,1.0,0.6490959749497058
RASD1,-0.12197864998532953,-0.17098065411393001,0.04900200412860048,0.8278330535733169,0.40776505272441677,-0.2065457097738872,-0.0334938669860802,-0.25333026126324665,-0.09728689625468867,0.9965,1.0,2224.0,2428.0,1.0,1.0,0.6490959749497058
MFSD14B,-0.19031139602534075,-0.23799462305110342,0.047683227025762664,0.8261703581762568,0.40870746043797357,-0.2741213597416805,-0.10895497911569474,-0.31852818885670553,-0.1624204932336628,1.0,1.0,2436.0,1799.0,1.0,1.0,0.6490959749497058
FNDC3B,-0.19195641099024904,-0.143435115437611,-0.04852129555263804,-0.8253363104245748,0.40918068262135654,-0.27555939870400387,-0.10958945886629334,-0.2305757629255672,-0.07047071808495925,1.0,1.0,1976.0,1895.0,1.0,1.0,0.6490959749497058
EBLN2,-0.11429959951565127,-0.162981983188817,0.04868238367316571,0.8205549251894085,0.4118998314417135,-0.20258428595268008,-0.028582774336998684,-0.24129602314611964,-0.08499748779015315,0.997,1.0,2280.0,2410.0,1.0,1.0,0.6508650237798909
PCBD1,-0.18744643246395354,-0.23473388836663953,0.04728745590268599,0.8181918744906327,0.41324763414596244,-0.27253594003002707,-0.11078115672327021,-0.3076749180099496,-0.15898480030604656,1.0,1.0,2362.0,1913.0,1.0,1.0,0.6508650237798909
UGT2B17,-0.010851720518443297,-0.05958040212516122,0.04872868160671792,0.8065338701500886,0.41993508668598056,-0.09280403725210201,0.08247058447161337,-0.1404177931676283,0.019795510072620814,0.5995,0.9285,1973.0,2141.0,1.0,1.0,0.6585828324027654
PC,-0.20815080920318574,-0.16114747339619168,-0.04700333580699406,-0.8044543899147352,0.4211346003119725,-0.28339517349526316,-0.11797897963495535,-0.2434274287862439,-0.08003668251879287,1.0,1.0,2399.0,2420.0,1.0,1.0,0.6585828324027654
DOCK5,-0.3367780953916565,-0.2933097404849705,-0.04346835490668599,-0.7977965799817222,0.4249885463026394,-0.4152701358953883,-0.2606895258523854,-0.36695402855224973,-0.22090165888828084,1.0,1.0,2028.0,2229.0,1.0,1.0,0.6622613036023463
FDFT1,-0.2368562240432842,-0.281686484304033,0.04483026026074877,0.7945217883326018,0.4268917297999889,-0.30901578932550233,-0.1464682320340911,-0.34852610948371066,-0.1961563319444775,1.0,1.0,2323.0,2418.0,1.0,1.0,0.6628846931049124
SCD,-0.1816119563474714,-0.13512477984241061,-0.04648717650506079,-0.788252683244083,0.4305489186270639,-0.26736519266809355,-0.09846546999064115,-0.21851870508675159,-0.06480111582952525,1.0,1.0,2298.0,2119.0,1.0,1.0,0.6651314580297673
H3C7,-0.1827488484189258,-0.22828860070504844,0.04553975228612264,0.7860275718876438,0.43185133428800127,-0.26559552740818,-0.09913462916964239,-0.30554742836692594,-0.14834229440720398,1.0,1.0,2623.0,2341.0,1.0,1.0,0.6651314580297673
MSI2,-0.2671294707140385,-0.22253006187750254,-0.04459940883653593,-0.7843013119796539,0.4328633298288962,-0.3483927407392859,-0.18782742683016163,-0.3005305693190082,-0.15114831242419496,1.0,1.0,2228.0,1931.0,1.0,1.0,0.6651314580297673
B3GNT5,-0.23710700878267998,-0.1929339985114997,-0.044173010271180285,-0.7656248578022312,0.4438995493353106,-0.32124140640515164,-0.1589524972390559,-0.2694592610061417,-0.11015476169263771,1.0,1.0,1690.0,2258.0,1.0,1.0,0.6788232799654423
TFAP2A,-0.3349821286862995,-0.3752719011360341,0.040289772449734584,0.7621829482402904,0.44595082172365363,-0.40942392578553705,-0.2565942342034133,-0.44030733351530116,-0.3039064730356522,1.0,1.0,2467.0,2229.0,1.0,1.0,0.6788232799654423
SNAI2,-0.4745270452682988,-0.5093865570661592,0.0348595117978604,0.7603422604467545,0.4470500270786757,-0.5435143360953503,-0.4072802406867649,-0.5674102227568971,-0.4511693521086539,1.0,1.0,1888.0,1784.0,1.0,1.0,0.6788232799654423
KLF3,-0.22675967196442162,-0.18311148289775336,-0.04364818906666826,-0.7531773034458319,0.4513433762008542,-0.30240606990386354,-0.14161677643197285,-0.260232670614996,-0.1055338694284465,1.0,1.0,2588.0,2025.0,1.0,1.0,0.6788232799654423
HMGA2,-0.31863569023521954,-0.2772193254206981,-0.041416364814521434,-0.7513578200218303,0.4524373403938281,-0.3920623837248694,-0.24143549687775567,-0.3555099418700747,-0.20508790675229638,1.0,1.0,1999.0,1986.0,1.0,1.0,0.6788232799654423
NDUFS7,-0.09874343647704756,-0.14334522786278683,0.044601791385739276,0.7482599463145801,0.45430337895418504,-0.17916341609512854,-0.006375044123088092,-0.2278105990560068,-0.06412468897710782,0.986,1.0,2348.0,2142.0,1.0,1.0,0.6788232799654423
DUSP4,-0.43658051299974643,-0.39928356431280076,-0.03729694868694566,-0.7470839430755865,0.4550128919662525,-0.5108717007578625,-0.36970266628497134,-0.46817692864150245,-0.33275971671998855,1.0,1.0,1718.0,2287.0,1.0,1.0,0.6788232799654423
RPL14,-0.16429200210907424,-0.12027285277114821,-0.04401914933792603,-0.7427007745861505,0.45766286069690487,-0.2494862254381202,-0.08095054791288003,-0.2060803131089699,-0.043231925816926475,0.9995,0.9975,2382.0,2178.0,1.0,1.01,0.6788232799654423
KLC2,-0.2076728060521158,-0.16440999061208866,-0.043262815440027136,-0.7408075299614563,0.45881014888317184,-0.2929208605902663,-0.12937470034345977,-0.24453876446306705,-0.08492765753517184,1.0,0.9995,2520.0,2871.0,1.0,1.0,0.6788232799654423
RBM15,-0.158612891870463,-0.11471921912778837,-0.04389367274267464,-0.7393996159684928,0.45966437540866956,-0.24349580927417414,-0.07008571635157002,-0.1881307072053185,-0.034022537280316956,1.0,0.998,2382.0,2038.0,1.0,1.0,0.6788232799654423
DSEL,-0.12464704515950975,-0.1684124358186214,0.04376539065911164,0.7393442423602868,0.4596979905404618,-0.21601326183962688,-0.042886835297796244,-0.2462775547247753,-0.09433130716993038,0.996,1.0,2641.0,2388.0,1.0,1.0,0.6788232799654423
ANKHD1,-0.23895387225395623,-0.19653041271826774,-0.04242345953568849,-0.7361992118028626,0.46160947186720724,-0.3177996430111907,-0.15932819556543287,-0.27944903852930475,-0.12113916130826685,1.0,1.0,2419.0,2386.0,1.0,1.0,0.6788232799654423
AREG,-0.11695389575402285,-0.16061458700057585,0.043660691246553,0.7359115230168646,0.46178454419417847,-0.20216307161772873,-0.028430079949095965,-0.24531972360025223,-0.08318613803093072,0.9965,1.0,2187.0,2769.0,1.0,1.0,0.6788232799654423
H1-0,-0.20775295057728738,-0.16531735035966483,-0.04243560021762255,-0.7267762913764907,0.46736300904197203,-0.2929992621827235,-0.12945294981144273,-0.25134448496037787,-0.09297578572641602,1.0,1.0,2520.0,2574.0,1.0,1.0,0.6847411527824241
ZNF296,-0.18792462118698372,-0.14567343420555456,-0.042251186981429156,-0.7184221152778834,0.47249705481895055,-0.2752577236673017,-0.10356845178847052,-0.23368430226592407,-0.07227791938344619,1.0,0.999,2210.0,2060.0,1.0,1.0,0.6899708648184013
PRKCA,-0.20063313205376707,-0.15900919864065108,-0.04162393341311599,-0.7110569386495276,0.47704895276875914,-0.28067024717843947,-0.11043193756960651,-0.23891466150519897,-0.07387092730203215,1.0,1.0,2203.0,2643.0,1.0,1.0,0.692109292081291
HBQ1,-0.10922716669244645,-0.15150067476494208,0.042273508072495636,0.7108784279546724,0.4771595748410632,-0.18972333026990823,-0.0242198780126468,-0.23732913752153784,-0.07953533948675812,0.9935,1.0,2685.0,2449.0,1.0,1.0,0.692109292081291
ELK3,-0.27162355207419,-0.23148879178084283,-0.040134760293347144,-0.7082763071419286,0.478773687384203,-0.35351781034623514,-0.18777908846101127,-0.3057361179414668,-0.15551983743631753,1.0,1.0,2179.0,2134.0,1.0,1.0,0.692109292081291
CIRBP,-0.16410621863790434,-0.12232593885838586,-0.04178027977951848,-0.7051055803079276,0.4807445340686386,-0.24637278212199787,-0.0792497474422818,-0.20889156195575392,-0.043446572356358626,0.9995,0.9975,2317.0,2183.0,1.0,1.0,0.692109292081291
