gene,rho_immune_hot,rho_immune_cold,delta_rho,z_fisher,pvalue,hdi_low_a,hdi_high_a,hdi_low_b,hdi_high_b,prob_neg_a,prob_neg_b,ess_a,ess_b,rhat_a,rhat_b,fdr
MYCN,-0.37741604468899825,-0.6621248227324699,0.2847087780434716,6.603556841815615,4.014082830120522e-11,-0.44867769370673033,-0.30612224623043804,-0.7102263964879418,-0.6172198549657224,1.0,1.0,2166.0,1491.0,1.0,1.0,1.6092822982574092e-09
RAC1,-0.4449575314483689,-0.09721314289752725,-0.34774438855084167,-6.294975402896947,3.0744860794632123e-10,-0.5096869398700585,-0.36555729941613574,-0.18195557044035793,-0.017923867123548154,1.0,0.988,2076.0,1822.0,1.0,1.0,1.1298736342027306e-08
NCKAP1L,-0.34750789681168026,0.012368024202561667,-0.35987592101424193,-6.197479365714174,5.737455749772279e-10,-0.4229421402580797,-0.27193155509544914,-0.05974828790150677,0.09586479054925756,1.0,0.3715,2237.0,2479.0,1.0,1.0,1.94632152742275e-08
EXT1,-0.3614977160787024,-0.04246004640790377,-0.3190376696707986,-5.555326544825002,2.7709325457972892e-08,-0.4362873547199706,-0.28508878418875966,-0.11964437030960018,0.04605637686506081,1.0,0.8345,2180.0,2732.0,1.0,1.0,8.728437519261462e-07
PTK2,-0.3441983959359327,-0.02657590146826233,-0.3176224944676704,-5.491581613244536,3.9835016771795766e-08,-0.4213717700562522,-0.26640520697762504,-0.1091042957986042,0.05392813351584125,1.0,0.749,1998.0,2572.0,1.0,1.0,1.1711494930907953e-06
DLG5,-0.3497152045426922,-0.04507647603658613,-0.30463872850610607,-5.289066786978586,1.2294199793733876e-07,-0.4288537763628024,-0.2798533207699416,-0.1293860174694808,0.029038463498170408,1.0,0.8725,2274.0,2502.0,1.0,1.0,3.3885888181478995e-06
TRPS1,-0.2701283862654944,-0.5292155284504755,0.2590871421849811,5.157512519365362,2.5025212247703146e-07,-0.3489462395797109,-0.19025888636617067,-0.5834925945788687,-0.4665407264058206,1.0,1.0,2249.0,1751.0,1.01,1.0,6.491834471315934e-06
PIK3CD,-0.4732696327050344,-0.20681748100350628,-0.26645215170152814,-5.031545702981267,4.865410889649418e-07,-0.5404709350066168,-0.4063126233498617,-0.28847181303811237,-0.13157846075561602,1.0,1.0,1967.0,2612.0,1.0,1.0,1.1920256679641076e-05
ITSN2,-0.3400713206679228,-0.054631539678842184,-0.2854397809890806,-4.949835521231334,7.427622620508186e-07,-0.4170241399495802,-0.26651975528342065,-0.13615742374005468,0.02759081276653985,1.0,0.901,2241.0,2808.0,1.0,1.0,1.723990302970584e-05
FOXA1,-0.26994966395743536,-0.5188483775044908,0.2488987135470554,4.924480421272495,8.458479676061084e-07,-0.3484843122240149,-0.19120938144553268,-0.5767176191077519,-0.45822417470879495,1.0,1.0,2167.0,1775.0,1.0,1.0,1.865094768571469e-05
PSMB5,-0.32820312919714206,-0.044915837788094826,-0.28328729140904724,-4.890002983122608,1.0083444953744196e-06,-0.4019165053430849,-0.2519108028704087,-0.12920530257150475,0.035346125744619705,1.0,0.8625,2035.0,2582.0,1.0,1.0,2.117523440286281e-05
PKN2,-0.3278165714556549,-0.04940976379221726,-0.2784068076634376,-4.808403828940633,1.5214018965408918e-06,-0.40392994148978995,-0.24680740966834286,-0.1354849098210517,0.026625600521663628,1.0,0.8725,2121.0,2851.0,1.0,1.0,3.0497192562478783e-05
GATA3,-0.3515158231819011,-0.5751139013742382,0.22359807819233712,4.759295027302119,1.9427029788355735e-06,-0.4283027012430401,-0.2783562179076808,-0.6282142382848512,-0.5128313519362337,1.0,1.0,2073.0,1578.0,1.0,1.0,3.724921798549947e-05
TP63,-0.5833440277884909,-0.739365740620768,0.15602171283227706,4.653575021930514,3.2622883122951724e-06,-0.6397796223606806,-0.5284866618803876,-0.7760830599317248,-0.7020134486876184,1.0,1.0,1721.0,1436.0,1.0,1.0,5.99445477384238e-05
FGFR2,-0.13512286704378476,-0.3926547186521684,0.25753185160838366,4.610906177168658,4.009174657790731e-06,-0.2145298091968968,-0.04914009882651188,-0.45656302646376656,-0.320842420592327,0.999,1.0,2477.0,1972.0,1.0,1.0,7.07218409634285e-05
FERMT2,-0.633832585875235,-0.4469098167938005,-0.18692276908143457,-4.4123088531734815,1.0227407628989523e-05,-0.6819741079940345,-0.5779673073474632,-0.5069885377733727,-0.37690340579493586,1.0,1.0,1638.0,2045.0,1.0,1.0,0.00017347256786093767
ELMO1,-0.343973387830953,-0.0925962163123211,-0.2513771715186319,-4.391905997579209,1.1236128083908762e-05,-0.423144171694581,-0.26473581859349493,-0.17161443244546182,-0.009809486658884259,1.0,0.9845,2630.0,2564.0,1.0,1.0,0.00018352342537050978
NFKB2,-0.33515089268159537,-0.08370595379324386,-0.2514449388883515,-4.375171818785643,1.2133686596857923e-05,-0.40925681809320036,-0.25512490332380594,-0.16312587337987416,-0.0021723179260033643,1.0,0.9775,1985.0,2563.0,1.01,1.0,0.0001894444923561619
PPCDC,-0.268343247315288,-0.010707906132659484,-0.25763534118262854,-4.369418169148114,1.2457801084645567e-05,-0.3490867201171577,-0.18973636116971632,-0.0898460845491536,0.07359584332267,1.0,0.6115,2050.0,2441.0,1.0,1.0,0.0001894444923561619
CCND3,-0.57692864757407,-0.3788835671605356,-0.1980450804135344,-4.282184358009735,1.8506754797905512e-05,-0.6278102319845722,-0.5119907324547277,-0.4488154187468311,-0.3070908571934685,1.0,1.0,1719.0,2008.0,1.0,1.0,0.000272049295529211
IRF2BP2,-0.34395389187285463,-0.10120271585771304,-0.2427511760151416,-4.247945655095541,2.1573970884380163e-05,-0.42313152313422325,-0.2647298567100069,-0.18711016820482995,-0.023299361388605055,1.0,0.989,2630.0,2336.0,1.0,1.0,0.00030690713419392424
SALL1,-0.09658380867610972,-0.33938157966215365,0.24279777098604394,4.239481900862336,2.240362550680004e-05,-0.17859533091250768,-0.015536157758258895,-0.4121980766877851,-0.26365584595258795,0.989,1.0,2760.0,2207.0,1.0,1.0,0.00030874996401558804
RUNX1,-0.3236373357178218,-0.08292628477726477,-0.240711050940557,-4.174691758547705,2.983897906435748e-05,-0.4040562592015462,-0.2505040056070489,-0.1661202516880223,-0.002149163163306822,1.0,0.9795,2255.0,2558.0,1.0,1.0,0.0003987572656782318
DENND4A,-0.38504399147597124,-0.1537054103832637,-0.23133858109270752,-4.149030677373481,3.338860692140917e-05,-0.4561094209297636,-0.30862182584719955,-0.22636575739151343,-0.07242160964654193,1.0,1.0,1972.0,2082.0,1.0,1.0,0.00043283943265008483
CRK,-0.37277402805728976,-0.14007345763578516,-0.2327005704215046,-4.142511351874354,3.4352335924609905e-05,-0.4512545204494555,-0.30252952341482575,-0.21591237014325948,-0.062104539656211655,1.0,1.0,2000.0,2247.0,1.0,1.01,0.00043283943265008483
CNN3,-0.27509573707000257,-0.03233248276163647,-0.2427632543083661,-4.132334489789034,3.590973315943438e-05,-0.3494835660172735,-0.18914553328928618,-0.11702678850128173,0.045344063491279396,1.0,0.7895,2657.0,2637.0,1.0,1.0,0.0004398942312030712
VCL,-0.43726515171704505,-0.2171406826389705,-0.22012446907807456,-4.102028641514754,4.095435621754932e-05,-0.506109799469737,-0.36761038569212706,-0.29763677722979814,-0.14191446533111568,1.0,1.0,1898.0,2033.0,1.0,1.0,0.00048813165113349325
FOXA2,-0.3521727192585703,-0.5450861254123445,0.19291340615377417,4.02352850562988,5.7332641166706146e-05,-0.4332066470774423,-0.275102415651413,-0.6019024355227391,-0.49297205978210834,1.0,1.0,2063.0,1872.0,1.0,1.0,0.0006653603882767739
CCND1,-0.6692157528739786,-0.5157534089521623,-0.15346234392181635,-3.9465612683628084,7.928164098095718e-05,-0.7160762514725063,-0.6221809479611786,-0.5722695670138922,-0.45767587378887353,1.0,1.0,1581.0,1798.0,1.0,1.0,0.0008964924018615928
CDH2,-0.5023857005157202,-0.3042665180228673,-0.19811918249285287,-3.938178844451191,8.210239094090254e-05,-0.5625250071474901,-0.4378994052412133,-0.38298970509364144,-0.23261588247391535,1.0,1.0,1993.0,2118.0,1.0,1.0,0.0009051788601234505
LIN28B,-0.19829023215655037,-0.4093599041895922,0.21106967203304186,3.865662166745091,0.00011078820591574372,-0.2791615912903586,-0.10881340441437137,-0.4713896409256966,-0.3323462448111925,1.0,1.0,2278.0,1860.0,1.0,1.0,0.0011916487514351947
ITGAV,-0.5415468453939235,-0.36048518420196707,-0.18106166119195644,-3.783163660710678,0.00015484752329170384,-0.5990721713418459,-0.4791166205790253,-0.42656640948553454,-0.2932470284324866,1.0,1.0,2130.0,2098.0,1.0,1.0,0.0016258989945628903
BCL6,-0.4254092445334672,-0.22254179081070857,-0.2028674537227586,-3.7674791056397345,0.00016490433783947724,-0.4910056572058333,-0.34840084358132645,-0.30261025948394854,-0.15325156362655168,1.0,1.0,1897.0,1931.0,1.0,1.0,0.001691228209004871
PAX8,-0.585262541433264,-0.7143563488182223,0.12909380738495835,3.728553303289801,0.00019258217724601922,-0.6403202210582275,-0.5278663769049823,-0.7555125226239348,-0.6770401016073275,1.0,1.0,1584.0,1163.0,1.0,1.0,0.0019301986401248743
DOCK7,-0.3951606238000842,-0.1954955512692194,-0.19966507253086482,-3.633717605533795,0.0002793666217265609,-0.46537384831002454,-0.3245959087066556,-0.2734062551044097,-0.11975876883861863,1.0,1.0,2117.0,2377.0,1.0,1.0,0.0027377928929202965
MECOM,-0.20685168968987247,-0.4038263309916439,0.19697464130177142,3.60853288694381,0.0003079334840391016,-0.28480505578212995,-0.12104932382771172,-0.46739979671378457,-0.3341615033009522,1.0,1.0,1984.0,1983.0,1.0,1.0,0.0029521449230705175
ACSL4,-0.06696198044801935,-0.27733592592707873,0.21037394547905938,3.598599484923911,0.0003199354635373484,-0.1513063071943051,0.022844147219973854,-0.3592515104982734,-0.20691555454203447,0.931,1.0,2383.0,2051.0,1.0,1.0,0.003001947647233418
ASCL5,-0.31067879677149945,-0.10354778948312782,-0.20713100728837164,-3.5927307069724503,0.000327230715576636,-0.3966192817170777,-0.24190850758199334,-0.18819653405272113,-0.02865533600140452,1.0,0.996,2371.0,2456.0,1.0,1.0,0.003006432199360343
PTP4A1,-0.1428899828133653,-0.3380908276210991,0.1952008448077338,3.43876775201745,0.0005843683354264914,-0.2301448223685058,-0.06187395823002856,-0.4072861337682148,-0.2678124959923429,0.9995,1.0,2249.0,2002.0,1.0,1.0,0.005259315018838423
BHLHE41,-0.305824344705555,-0.10917087146136348,-0.1966534732441915,-3.410073127686293,0.0006494546310290249,-0.3786409586736854,-0.22981056111714904,-0.20051842017853,-0.03832601793534818,1.0,0.9955,1987.0,2076.0,1.0,1.0,0.005728189845675999
BCL2A1,-0.27685814220174887,-0.08073632140058673,-0.19612182080116214,-3.3611357265081265,0.0007762267148511346,-0.35623999834817344,-0.19742818174362053,-0.16450861198627842,-0.0032185072944392323,1.0,0.9715,2184.0,2063.0,1.0,1.0,0.006620458223896712
TEAD1,-0.4244090058908353,-0.24471990230944238,-0.17968910358139292,-3.3595682726559373,0.0007806436000966644,-0.4975440077061455,-0.3561407870054714,-0.3261774912601339,-0.1707095489732533,1.0,1.0,1771.0,2469.0,1.0,1.0,0.006620458223896712
SEMA4B,-0.2868226134239783,-0.09259779728744308,-0.19422481613653522,-3.3425094879545814,0.0008302451692127443,-0.36902355561263556,-0.20758488009091897,-0.17161568777545394,-0.009810799160014982,1.0,0.9845,2079.0,2564.0,1.0,1.0,0.00690826640797774
HIC2,-0.47970404430339814,-0.31378679520989194,-0.1659172490935062,-3.2701634357575378,0.001074853635199882,-0.542996350337885,-0.41496437620316545,-0.3917149283059058,-0.24269195272014676,1.0,1.0,1687.0,2352.0,1.0,1.0,0.00877797135413237
BCL11B,-0.47354065566436476,-0.30798446013113956,-0.1655561955332252,-3.2445125897114675,0.00117651816419637,-0.5356035018254188,-0.40201326518057656,-0.3774049552379734,-0.2329706031563799,1.0,1.0,1786.0,2404.0,1.0,1.0,0.009433536552919985
SLC39A7,-0.25765917726714826,-0.06967792519887187,-0.1879812520682764,-3.203209284214548,0.0013590517761137223,-0.3396139598850434,-0.1776196040985616,-0.14603024844912854,0.015644595065196,1.0,0.9505,2159.0,2146.0,1.0,1.0,0.010702532736895564
BCL2L1,-0.46492917065755845,-0.3082491744034985,-0.15667999625405993,-3.0571611288384695,0.0022344412941984887,-0.5357088953340434,-0.4020310376426886,-0.3733302958256863,-0.22983855489241428,1.0,1.0,1706.0,1972.0,1.0,1.0,0.01728751948669357
PXN,-0.3646844242706855,-0.1955062854577994,-0.16917813881288607,-3.0447728931329174,0.002328560722653722,-0.43855859076980913,-0.2919202973993787,-0.27325002425065475,-0.11929272750849362,1.0,1.0,2164.0,2459.0,1.0,1.0,0.017705091011901576
IRF2,-0.23480718005767356,-0.05780977121319558,-0.17699740884447798,-2.9980730307426424,0.0027169255883590085,-0.3168484372502596,-0.14648808221040222,-0.1394587895698114,0.02143190587376531,1.0,0.9305,2282.0,2336.0,1.0,1.0,0.020307867533327504
CMIP,-0.30808538971723354,-0.14008042334096318,-0.16800496637627035,-2.9323621111468277,0.003363942663042137,-0.3807146911043526,-0.22871223456674888,-0.21591826965386757,-0.062111866531645354,1.0,1.0,2026.0,2247.0,1.0,1.01,0.02460207932575933
MYC,-0.489602693641364,-0.6123931430745284,0.12279044943316442,2.9287748057128065,0.0034030087049236263,-0.5548117465522313,-0.4232501424684227,-0.6608875411094983,-0.5578191850993297,1.0,1.0,2085.0,1627.0,1.0,1.0,0.02460207932575933
UBE2H,-0.29876872765817664,-0.13496949389989601,-0.16379923375828062,-2.8488632378429117,0.004387573647357694,-0.3852289432428828,-0.22101145449645365,-0.21087375271279424,-0.05169137003258445,1.0,0.9995,2453.0,2209.0,1.0,1.0,0.03120838674975392
RAPH1,-0.2843230732457921,-0.11992793849231465,-0.16439513475347745,-2.840636235540617,0.004502363731398431,-0.3600238919603589,-0.20006683690771587,-0.2002663843625046,-0.039722002002973156,1.0,0.9965,2033.0,2442.0,1.0,1.0,0.03151654611978902
MBNL1,-0.34176985559024897,-0.18316190462668905,-0.15860795096355992,-2.8236372830812946,0.004748208636024556,-0.42015465028373905,-0.2648101727314632,-0.263840027022931,-0.11062299957831062,1.0,1.0,2069.0,2314.0,1.0,1.0,0.032718125132606704
BCAR1,-0.3542482824635605,-0.19787940692496597,-0.15636887553859452,-2.8058881641819307,0.005017810441294745,-0.4241959264990256,-0.2757312269621978,-0.27736225971086975,-0.12239037577698669,1.0,1.0,2227.0,2586.0,1.0,1.0,0.03404391391709204
IGFBP3,-0.2781321915060989,-0.1162914300195719,-0.161840761486527,-2.790480699299858,0.005262983800209877,-0.35806344311201443,-0.2015217565271703,-0.19098771572570983,-0.03393594630180713,1.0,0.9965,2409.0,2035.0,1.0,1.0,0.03516630084685691
CEP170,-0.08430833880733132,-0.24644933543579683,0.1621409966284655,2.7621107688955338,0.005742899110230657,-0.17343169168837358,0.005244897543548621,-0.3190172179730238,-0.16625873036865202,0.966,1.0,2542.0,2171.0,1.0,1.0,0.03780027623301074
SP110,-0.26640818743409667,-0.10699410745298682,-0.15941407998110985,-2.736795901482193,0.006204077121942974,-0.33908488679506105,-0.17940162099727258,-0.18211845234525903,-0.022388597450900993,1.0,0.995,2468.0,2735.0,1.0,1.0,0.04023526486436546
EPS8,-0.31446766901934586,-0.1589327415626123,-0.15553492745673356,-2.730444503228447,0.006324898118940125,-0.398967222402006,-0.23636537848124822,-0.23884447740828119,-0.07379428621164674,1.0,1.0,1689.0,2643.0,1.0,1.0,0.04042434884713906
MYO10,-0.28998941856970684,-0.13312808713199364,-0.1568613314377132,-2.7209835335962973,0.006508800361566596,-0.3660120899858361,-0.20737970455074667,-0.2108265310949351,-0.050572381633476216,1.0,0.9995,1958.0,2271.0,1.0,1.0,0.04056833853569521
ZNF217,-0.29869441662688306,-0.4403362157328063,0.14164179910592323,2.719836991333464,0.006531410512549569,-0.37716172795032454,-0.22256322505913673,-0.5043270640749631,-0.3747095478205776,1.0,1.0,2564.0,1474.0,1.0,1.0,0.04056833853569521
CDH1,-0.33140373789198274,-0.17860653689846884,-0.1527972009935139,-2.7082530914334546,0.006763841992135546,-0.40670623609683204,-0.24976152671172436,-0.2539444374973004,-0.09900135518349279,1.0,1.0,1925.0,2493.0,1.0,1.0,0.04119527602924079
NFIC,-0.2524739055891563,-0.09407659763255236,-0.15839730795660392,-2.705548319820371,0.006819172676042127,-0.3227964949457948,-0.1627999560779449,-0.1845182996921188,-0.018378462062030587,1.0,0.9855,2080.0,2403.0,1.0,1.0,0.04119527602924079
CCNE2,-0.25098690736794105,-0.3963843480197119,0.14539744065177085,2.6921342808415147,0.007099635364516644,-0.3327556612584692,-0.17071328632846305,-0.4637118775593159,-0.3283100657745743,1.0,1.0,2363.0,2169.0,1.0,1.0,0.042161281903302227
RBM47,-0.19158755311972195,-0.34227835721150246,0.1506908040917805,2.688830299020053,0.007170286037976569,-0.2747014220152066,-0.11089899311376833,-0.4125637244781519,-0.27091794970806404,1.0,1.0,2561.0,1712.0,1.0,1.0,0.042161281903302227
PSMB7,-0.22556226223805642,-0.06743298821504307,-0.15812927402301336,-2.6770482562808993,0.007427393660760382,-0.3057034790446702,-0.1465409205492545,-0.14850399560923222,0.012610913766871512,1.0,0.956,2186.0,2530.0,1.0,1.0,0.04309842900520169
USP18,-0.291932576576728,-0.13864630628598093,-0.15328627029074707,-2.663150300055266,0.007741282834224322,-0.3690714182102668,-0.20776900084792954,-0.21654925065849578,-0.0629620304022524,1.0,0.9995,1985.0,2080.0,1.0,1.0,0.04433643805055748
HECTD1,-0.2821808617387257,-0.1314784988177143,-0.15070236292101138,-2.6081703762393578,0.00910276343707581,-0.3577527412967707,-0.20401395735052175,-0.20968401129327768,-0.05043914827076068,1.0,0.9995,2224.0,2346.0,1.0,1.0,0.05146562404808246
CLK3,-0.24791146344772366,-0.0956708935594682,-0.15224056988825546,-2.5985166672363365,0.009362749963525756,-0.32036353446967686,-0.15724826948811987,-0.17300624940809334,-0.00868556058786396,1.0,0.989,2276.0,2343.0,1.0,1.0,0.052265477644491874
SAMD4A,-0.25235265076593993,-0.10085866068263705,-0.1514939900833029,-2.5902404193780257,0.009590892359439126,-0.33257250610974043,-0.17082223118247164,-0.18499232831768264,-0.02358181753270644,1.0,0.991,2143.0,2545.0,1.0,1.0,0.05284059612806831
MDM2,-0.5662481395641504,-0.4509534843581573,-0.11529465520599314,-2.579748716502777,0.009887223122046464,-0.6278280351101431,-0.5093650578155038,-0.5160100850668807,-0.38342515869298227,1.0,1.0,1262.0,1744.0,1.0,1.0,0.05284059612806831
RPL22L1,-0.2324415471033718,-0.3737912809714125,0.1413497338680407,2.5792141419875363,0.009902537890551915,-0.31237105971033813,-0.1477238203641265,-0.44153641090645296,-0.2999520529989051,1.0,1.0,2197.0,1867.0,1.0,1.0,0.05284059612806831
EFNA5,-0.37991361303163895,-0.23926492884861372,-0.14064868418302523,-2.577733881363809,0.009945055507096756,-0.4523979773017092,-0.30172935669685247,-0.31646005111441117,-0.16116246397302886,1.0,1.0,1686.0,2141.0,1.0,1.0,0.05284059612806831
YIF1A,-0.24598715870115181,-0.09614576657072726,-0.14984139213042455,-2.556725370945074,0.010566260028978352,-0.3217987546493093,-0.1651054511513843,-0.17297195436393226,-0.01318526111228241,1.0,0.9895,2359.0,2426.0,1.0,1.0,0.05547286515213635
NAV2,-0.3474970601070839,-0.2072314578078296,-0.14026560229925433,-2.51745699425524,0.011820539909324768,-0.4321409725535879,-0.2730706658610598,-0.28954127316862266,-0.13061153210258253,1.0,1.0,2153.0,2254.0,1.0,1.0,0.061327742353084976
SOX10,-0.869202490306266,-0.8268415634662707,-0.04236092683999526,-2.5079129904650093,0.012144656804887948,-0.8894307372483163,-0.8488821463933365,-0.8511634952957503,-0.7982080649384047,1.0,1.0,1227.0,1437.0,1.0,1.0,0.06227667035994866
LDB1,-0.3993223879175155,-0.27028752944441425,-0.12903485847310125,-2.4075661957383434,0.016059250563871533,-0.47369037028271865,-0.32658823780378987,-0.3472649798246943,-0.19898237745303776,1.0,1.0,2247.0,2268.0,1.0,1.0,0.08140378734100398
LARP6,-0.2323028494212218,-0.0928818852049487,-0.13942096421627312,-2.371261597581424,0.01772747901933087,-0.3122380582015158,-0.14757201977263135,-0.17126122740314087,-0.014753422723785159,1.0,0.99,2197.0,2420.0,1.0,1.0,0.08883884372187402
RELA,-0.2525583787292365,-0.1145843364207754,-0.13797404230846108,-2.3643510697993837,0.01806168773323695,-0.32970280212484276,-0.1689587619476003,-0.19112187767539718,-0.03606602758632654,1.0,0.998,1946.0,2135.0,1.0,1.0,0.08949667741974714
ILK,-0.27996929898200595,-0.1455583076005502,-0.13441099138145576,-2.3312192635032742,0.019741800884762583,-0.35440668058655356,-0.2011807541457329,-0.22489527970637258,-0.05769145986523627,1.0,0.9995,2145.0,1892.0,1.0,1.0,0.09659808300091004
ESRP2,-0.2130875795936765,-0.34250014797930944,0.12941256838563295,2.3224502219586083,0.02020870579644348,-0.2986447630364624,-0.1319088689395369,-0.4165663298604507,-0.27052546461557153,1.0,1.0,1774.0,2288.0,1.0,1.0,0.09659808300091004
AKT3,-0.15017863587037658,-0.2836739909612042,0.13349535509082763,2.319661506911849,0.020359195718385265,-0.2381930870232481,-0.06477517450636405,-0.35403580991609646,-0.20857947837675844,1.0,1.0,2199.0,1943.0,1.0,1.0,0.09659808300091004
ELAC1,-0.34559156842583816,-0.21669012430645992,-0.12890144411937823,-2.3179797904201687,0.02045041942778921,-0.42067989301989567,-0.26748697921179426,-0.3048929703681682,-0.14185284484976263,1.0,1.0,2110.0,2202.0,1.0,1.0,0.09659808300091004
CBFB,-0.25723972103821735,-0.12243971498957187,-0.13480000604864548,-2.3154179963792614,0.02059006757842527,-0.34237911152154643,-0.17878372595816178,-0.2088702499623371,-0.047134595891429265,1.0,0.9985,2328.0,2268.0,1.0,1.0,0.09659808300091004
TADA1,-0.23659191190294754,-0.1009979113100242,-0.13559400059292334,-2.3108605807382414,0.020840557008611225,-0.3196789438500179,-0.1567983348343604,-0.18398793954719445,-0.021726990138233704,1.0,0.99,2140.0,2419.0,1.0,1.0,0.09674405937681632
ARF4,-0.2992949333069177,-0.1683767393935606,-0.1309181939133571,-2.2932092883578643,0.02183595865713311,-0.3778557803788525,-0.22434334161005026,-0.2438939013256936,-0.08854749023340114,1.0,1.0,2190.0,2186.0,1.0,1.0,0.10030893508120522
SLC27A5,-0.2341329244500133,-0.09998418058543246,-0.13414874386458084,-2.2847613219980243,0.022326826736518153,-0.3125655054364682,-0.144733865252836,-0.1739316890866669,-0.009369296585832687,1.0,0.9905,2330.0,2056.0,1.0,1.0,0.1011814368522792
ATIC,-0.27996716091788043,-0.1485598663500649,-0.13140729456781552,-2.2804754292343876,0.02257950644214912,-0.3649103687871858,-0.20774249829168956,-0.22326017491452926,-0.06485178492842714,1.0,0.9995,2168.0,2226.0,1.0,1.0,0.1011814368522792
PTPN1,-0.19241562540017135,-0.05694104393991581,-0.13547458146025554,-2.278207794463127,0.022714200109695333,-0.2810520940247061,-0.11065992435292843,-0.1418439264778915,0.023401095934900695,1.0,0.914,2177.0,2426.0,1.0,1.0,0.1011814368522792
TRIB2,-0.07171172723465244,-0.20457849746232762,0.13286677022767518,2.24233633593604,0.02493964303811484,-0.16198272741834557,0.015439684567308376,-0.2789317231268651,-0.12360064741502802,0.946,1.0,2161.0,2387.0,1.0,1.0,0.10998382579808644
TEAD3,-0.3881918512051229,-0.2689751373659709,-0.119216713839152,-2.2132347229733362,0.026881467355651306,-0.4578799030251903,-0.3149075191984876,-0.3487816159556267,-0.19582477165166118,1.0,1.0,1915.0,1983.0,1.0,1.0,0.1173735356816062
UGCG,-0.2459469053296609,-0.11759752718321048,-0.12834937814645042,-2.1973580524769463,0.027994884629325745,-0.3335292592761095,-0.1717513825350307,-0.20500766702494677,-0.042069413143493384,1.0,0.9985,2419.0,2472.0,1.0,1.0,0.12103670707384954
FAM120A,-0.3030393129074793,-0.17873687013196726,-0.12430244277551206,-2.1847195270982454,0.0289094175364558,-0.3782599310993353,-0.2208049861085702,-0.2540682697873721,-0.09911691642714299,1.0,1.0,2376.0,2493.0,1.0,1.0,0.12377721488909717
DGKI,-0.04872280511495375,-0.1776302305979942,0.12890742548304046,2.1613811761698805,0.030665906960967763,-0.135935032193283,0.03136739645612607,-0.25707091831890483,-0.09816730061468698,0.8605,1.0,2472.0,2272.0,1.0,1.0,0.1300352400941037
RREB1,-0.1027919195842423,-0.22947581807105122,0.12668389848680892,2.1565315896617125,0.031042179841993336,-0.19211922644044654,-0.016568477985502206,-0.3062096354168781,-0.15084714364101992,0.985,1.0,2729.0,2351.0,1.0,1.0,0.130377155336372
CDH11,-0.3569444325536456,-0.23889224554627228,-0.11805218700737333,-2.144978676328467,0.03195455194132495,-0.4262528678588576,-0.27442882110771677,-0.3159597212677631,-0.16138331269630907,1.0,1.0,2061.0,2164.0,1.0,1.0,0.1325040476763019
PHF13,-0.09812595074259312,-0.22420222272770204,0.12607627198510893,2.142546784326744,0.03214950816635896,-0.17939586278533248,-0.012297542357652791,-0.3028429159193608,-0.15279135289392154,0.987,1.0,2240.0,2151.0,1.0,1.0,0.1325040476763019
LMNA,-0.2485826166616198,-0.12397964699131081,-0.12460296967030898,-2.136713249388239,0.03262132169812118,-0.3308230032990849,-0.17393647920709165,-0.20452610552367118,-0.04490031488787899,1.0,0.9985,2294.0,2392.0,1.0,1.0,0.13320373026732815
ZEB2,-0.5982137240222974,-0.5092962759041427,-0.08891744811815472,-2.125159603152692,0.033573297553515104,-0.6500703198423698,-0.5414411273437896,-0.5673247467312312,-0.45110266510399694,1.0,1.0,1478.0,1784.0,1.0,1.0,0.13583324973486385
KLHL9,-0.39422597617774613,-0.28072361511488264,-0.11350236106286349,-2.1209409874908567,0.03392676884891614,-0.46582676079061835,-0.32418207793559445,-0.3537006938670848,-0.19985763625293584,1.0,1.0,1969.0,1832.0,1.0,1.0,0.13601550056701836
ZFP36L2,-0.2493144551895072,-0.12632663005567862,-0.12298782513382858,-2.1102005063986353,0.034841088942516106,-0.3378207919498207,-0.17631472972300838,-0.21052520109685663,-0.04669781489634067,1.0,0.9995,2252.0,2197.0,1.0,1.0,0.138422704717564
AKT1,-0.12817370404683123,-0.2503297920210137,0.12215608797418245,2.097068379580549,0.035987522628607924,-0.21256139673627888,-0.0424320525653763,-0.32204488295890726,-0.1770192228300118,0.9985,1.0,2188.0,2243.0,1.0,1.0,0.1417008703501437
PPAT,-0.27647459064754765,-0.15661046994928468,-0.11986412069826297,-2.0816774818317607,0.03737193881063111,-0.3556306906338404,-0.20203157782668524,-0.234657775626258,-0.07310831639839716,1.0,1.0,2252.0,1782.0,1.0,1.0,0.14584977889812673
ITGB3,-0.4228834301121731,-0.31456460877721504,-0.10831882133495807,-2.0757957525223163,0.03791284538359279,-0.4906177495048576,-0.34769446411631794,-0.38916191434325076,-0.2421692969042173,1.0,1.0,1977.0,2329.0,1.0,1.0,0.1466628492470563
IGF2BP1,-0.25456616354099504,-0.3675587287546732,0.11299256521367818,2.0710567342699084,0.03835349446045992,-0.3301591228431526,-0.17070369915281147,-0.43760548206950617,-0.2958557944135744,1.0,1.0,2366.0,2138.0,1.0,1.0,0.14707731353967674
MITF,-0.5469732337124554,-0.45394583188626714,-0.0930274018261883,-2.055931617631757,0.039789107998750295,-0.6055244009137815,-0.4839021932817684,-0.5146419345507813,-0.38730756960231366,1.0,1.0,1763.0,1680.0,1.0,1.0,0.1512672123055938
