gene,cancer_type,n_patients,cox_hr,cox_pvalue,logrank_pvalue,cox_fdr
PEDS1,KIRC,603,1.3915532554475876,4.363253687105416e-06,0.0001775710379951,0.0003307979675221
DOCK2,SKCM,455,0.7415801079641584,4.390874414192618e-06,8.050583011857217e-08,0.0003307979675221
CIRBP,KIRC,603,0.7325650280171037,4.410639566961767e-06,0.0023257540821954,0.0003307979675221
MAGEH1,KIRC,603,0.7420964814267567,4.574747474362847e-06,0.0047741342265564,0.0003361038960756
LIF,SKCM,455,0.7315393522570381,4.758464856911532e-06,9.721685499628463e-06,0.0003394556690088
TOX3,KIRC,603,0.7438939368297561,4.808955310958944e-06,1.1336127579810345e-05,0.0003394556690088
MYOD1,LIHC,420,1.335103412038328,5.109819200787245e-06,,0.0003493788947709
LIF,KIRC,603,1.4040566067522156,5.143633728572973e-06,0.0010440072763347,0.0003493788947709
TFDP1,KIRC,603,0.7402367875301233,5.32373980185827e-06,0.0001613714420591,0.0003549159867905
BCAR3,KIRC,603,0.7332681900117985,5.5373327948243965e-06,1.3792888497381254e-05,0.0003599340726929
PPM1D,KIRC,603,0.7638221674535789,5.683333881892308e-06,7.873043381577147e-05,0.0003599340726929
DKK1,HNSC,563,1.362940736960815,5.797323500534449e-06,1.5969295103240674e-06,0.0003599340726929
CRK,KIRC,603,0.7532696844845954,5.7989378378316445e-06,0.0159073342767208,0.0003599340726929
SOX2,KIRC,603,1.34766589675222,6.436590849251586e-06,0.0001176626454304,0.0003927411365645
SPDEF,KIRC,603,1.3595959488236848,6.816829002475046e-06,2.400014699263576e-05,0.0004090097401485
CD19,HNSC,563,0.76974192798676,7.284362460507162e-06,0.0003167336415179,0.0004207160147943
CORO1A,SKCM,455,0.7511115988712788,7.329183557104853e-06,1.8130899550003528e-05,0.0004207160147943
ACTB,KIRC,603,1.3799659825011985,7.362530258900927e-06,0.0030402801587328,0.0004207160147943
SMIM19,KIRC,603,0.7402901807380594,7.79305660871276e-06,4.6780923697271065e-06,0.0004342550929689
CD96,SKCM,455,0.7532346046590176,8.029011407991851e-06,6.189874898611513e-06,0.0004342550929689
CD96,BLCA,425,0.7384073423679767,8.054840889250681e-06,0.0006119567776468,0.0004342550929689
NKX2-1,LUAD,565,0.7756450375475278,8.08196978581031e-06,0.085564662185604,0.0004342550929689
WAS,SKCM,455,0.7448342102135722,8.265166930784249e-06,1.469680910572209e-06,0.0004342718135558
HNF1B,BLCA,425,0.7348312491536005,8.32354309315427e-06,0.0004946534072331,0.0004342718135558
RUNX1,KIRC,603,1.4129260347325134,1.0172375876422694e-05,0.0002645062116496,0.0005195572737098
DIXDC1,KIRC,603,0.7587419633609679,1.0246824009277908e-05,4.094619516407263e-05,0.0005195572737098
SLC25A37,KIRC,603,1.370205296788374,1.1412539719487956e-05,0.0024147845524963,0.0005706269859743
IKZF1,SKCM,455,0.7544114841837625,1.249111921665888e-05,1.7141701151729112e-05,0.0006160003997256
NCKAP1L,SKCM,455,0.761544638398297,1.3292812899722612e-05,9.84930319924875e-06,0.0006466773843108
KAT6B,KIRC,603,0.7664543757621202,1.4310421038001042e-05,1.42719189321958e-05,0.000686900209824
SIK3,KIRC,603,0.7675459484513207,1.5768974300581452e-05,0.0001303305665346,0.000746951414238
FOSL1,KIRC,603,1.366130613850009,1.6149063451481486e-05,0.000646629177336,0.0007550211483809
NARF,KIRC,603,1.4127848247416732,1.6779439070225368e-05,0.000100310785558,0.000774435649395
WWTR1,KIRC,603,0.7575713448195613,1.7468395381656407e-05,8.520648383320975e-05,0.0007885563021713
TCF4,BLCA,425,1.394181252277814,1.7523473381584547e-05,0.0087879960965768,0.0007885563021713
DIXDC1,BLCA,425,1.3628753538478888,1.7889438137097276e-05,0.0002560118295936,0.0007950861394265
ERBB2,KIRC,603,0.7449071162523548,2.43269199834822e-05,9.625131047998611e-06,0.001068011121226
DDX6,KIRC,603,0.7648858913928378,2.748561455501287e-05,0.0002194316667663,0.0011921471373258
ATP5F1A,KIRC,603,0.7293096345558684,2.8037344948504307e-05,2.627547498835908e-06,0.001201600497793
FOSL1,LUAD,565,1.3286397223139603,3.1268560345498374e-05,0.0006948012299978,0.0013243154969858
PIK3AP1,SKCM,455,0.7443333311000906,3.3750829420043545e-05,0.0006059893632557,0.0014128254175832
SPI1,SKCM,455,0.7754233523680752,3.438051241231934e-05,3.563072457214827e-05,0.0014226418929235
KLHL22,KIRC,603,0.7629152910476366,3.610002087504553e-05,0.0005147647090016,0.0014768190357973
DOCK10,SKCM,455,0.7572068881391917,3.8010748424449575e-05,0.0144910158793996,0.0015375134194159
NCKAP1,KIRC,603,0.7792384582376768,3.913790665485253e-05,0.0002761977281744,0.0015655162661941
CCNB1IP1,KIRC,603,0.7506396327370295,4.390966157800547e-05,0.0077812122752722,0.001737085512976
TCF4,KIRC,603,0.7591987079422133,4.464408003261336e-05,0.0002202398229676,0.0017453272989842
SASH3,SKCM,455,0.7744525455308832,4.50876218904273e-05,1.736428219667956e-05,0.0017453272989842
STIM2,SKCM,455,0.7465541896209176,4.670306044659339e-05,0.0037613599053068,0.0017886278468908
FGFR1,BLCA,425,1.339936208624446,4.96510754385232e-05,0.0050713638331597,0.0018815144376703
ATP5F1B,SKCM,455,1.276659826282101,5.8352941214885374e-05,5.054994049371806e-05,0.0021882352955582
AP2M1,LUAD,565,1.350269829529267,5.915732203311617e-05,0.0014567172948893,0.0021946678851331
CD79A,SKCM,455,0.7548088202063672,5.994611518567985e-05,1.2337274000816258e-06,0.0021946678851331
DHX40,KIRC,603,0.7880172881087986,6.035336684116198e-05,5.450882747757939e-06,0.0021946678851331
BATF,HNSC,563,0.7840421267770622,6.09689109451572e-05,6.729235523227585e-05,0.0021948807940256
PLEKHA1,KIRC,603,0.7751268412493039,6.652353154588314e-05,0.0091462517530157,0.002371135777873
FDFT1,KIRC,603,0.7572383772401164,7.368145233771828e-05,8.630031337042311e-06,0.0026005218472135
KRT4,KIRC,603,1.296115245172138,7.508610427600751e-05,,0.002624368693142
POU2F2,SKCM,455,0.7552423518642684,7.849641520255771e-05,1.9806624055008363e-05,0.0027171836031654
ZEB1,KIRC,603,0.768683036766808,8.384315462858941e-05,0.000768662550065,0.0028746224444087
WWTR1,BLCA,425,1.354223500923163,8.784430265661314e-05,0.0154515176711703,0.0029763087795892
IRF8,SKCM,455,0.7776797168433103,8.846251094890143e-05,6.867546197086482e-05,0.0029763087795892
CITED2,KIRC,603,0.7727917239941344,9.573981244222328e-05,7.430818604648454e-06,0.0031782583419654
CNN3,BLCA,425,1.3939422614999546,9.707873737191592e-05,0.0024532445075941,0.0031782583419654
TNS3,KIRC,603,0.785100175773407,9.711344933783252e-05,3.438432760193561e-05,0.0031782583419654
CCND2,SKCM,455,0.7660105349181441,9.91150116653778e-05,0.0002228793957733,0.0031917707803467
MEF2B,SKCM,455,0.780157792754593,9.92995353885658e-05,3.137604840263305e-05,0.0031917707803467
IKZF3,LUAD,565,0.7657410445649108,0.0001004825346814,0.0022693414016064,0.0032012134942762
CLMP,KIRC,603,1.3116035627829528,0.0001044302490934,0.0016847817607732,0.0032977973397916
BLNK,BLCA,425,0.754427447401301,0.0001073922331014,0.0051088726650212,0.0033618438188291
PIAS4,KIRC,603,0.7917581951516188,0.0001095529902362,0.0100660104316165,0.003390080923559
PITX2,KIRC,603,1.3360419904802905,0.0001101776300156,3.6594913543842233e-05,0.003390080923559
AFF1,KIRC,603,0.7894880968435839,0.0001158528790432,2.142584687479199e-05,0.0035344946148773
CITED2,LUSC,542,1.269512070186785,0.0001195328977052,0.0025767243950221,0.0036161212751162
FADD,LUAD,565,1.3116924368962086,0.0001205818818096,5.754700961687368e-05,0.0036174564542882
PARD6B,KIRC,603,0.7796169538531967,0.0001283048035363,0.0327842876872566,0.0038089876061033
SMARCA4,SKCM,455,1.2980120288771009,0.0001290823577623,0.0261587178021573,0.0038089876061033
WIPF1,SKCM,455,0.7869502132519417,0.0001317233147514,0.0014637995160753,0.0038391655936246
PRDM1,SKCM,455,0.7729525997210962,0.0001322379260026,0.0008012652925937,0.0038391655936246
ETS1,KIRC,603,0.7816967209058218,0.0001366169902934,0.0010255275528341,0.0039075969391633
FLI1,KIRC,603,0.7841653094860719,0.0001367658928707,0.0006126630118098,0.0039075969391633
IRF4,HNSC,563,0.7883846457023563,0.0001418055833009,7.751497039169697e-05,0.003997927876176
